"Step","Group: 5m_vs_6m_ACORM - win_rate","Group: 5m_vs_6m_ACORM - win_rate__MIN","Group: 5m_vs_6m_ACORM - win_rate__MAX"
"1120603","0.75","0.75","0.75"
"1120612","0.625","0.625","0.625"
"1120616","0.53125","0.53125","0.53125"
"1120618","0.53125","0.53125","0.53125"
"1120628","0.5625","0.5625","0.5625"
"1130602","0.828125","0.75","0.90625"
"1130608","0.53125","0.53125","0.53125"
"1130611","0.53125","0.53125","0.53125"
"1130620","0.625","0.625","0.625"
"1130624","0.75","0.75","0.75"
"1140600","0.90625","0.90625","0.90625"
"1140601","0.46875","0.46875","0.46875"
"1140605","0.625","0.625","0.625"
"1140609","0.75","0.75","0.75"
"1140626","0.75","0.75","0.75"
"1140628","0.90625","0.90625","0.90625"
"1150606","0.71875","0.71875","0.71875"
"1150615","0.6875","0.6875","0.6875"
"1150616","0.65625","0.625","0.6875"
"1150624","0.65625","0.65625","0.65625"
"1150659","0.5625","0.5625","0.5625"
"1160607","0.75","0.75","0.75"
"1160608","0.71875","0.71875","0.71875"
"1160610","0.71875","0.71875","0.71875"
"1160612","0.8125","0.8125","0.8125"
"1160617","0.75","0.75","0.75"
"1160623","0.65625","0.65625","0.65625"
"1170600","0.65625","0.65625","0.65625"
"1170603","0.53125","0.53125","0.53125"
"1170616","0.5","0.5","0.5"
"1170618","0.6875","0.6875","0.6875"
"1170620","0.71875","0.71875","0.71875"
"1170622","0.71875","0.71875","0.71875"
"1180600","0.4375","0.4375","0.4375"
"1180606","0.53125","0.53125","0.53125"
"1180609","0.671875","0.59375","0.75"
"1180620","0.671875","0.59375","0.75"
"1190608","0.59375","0.59375","0.59375"
"1190612","0.6875","0.59375","0.78125"
"1190613","0.546875","0.4375","0.65625"
"1190647","0.53125","0.53125","0.53125"
"1200604","0.71875","0.71875","0.71875"
"1200605","0.71875","0.71875","0.71875"
"1200611","0.6875","0.6875","0.6875"
"1200617","0.65625","0.65625","0.65625"
"1200622","0.84375","0.84375","0.84375"
"1200625","0.65625","0.65625","0.65625"
"1210603","0.6875","0.6875","0.6875"
"1210610","0.6875","0.6875","0.6875"
"1210614","0.84375","0.84375","0.84375"
"1210619","0.6875","0.6875","0.6875"
"1210621","0.4375","0.4375","0.4375"
"1210648","0.625","0.625","0.625"
"1220602","0.78125","0.78125","0.78125"
"1220604","0.6875","0.6875","0.6875"
"1220607","0.53125","0.53125","0.53125"
"1220608","0.4375","0.4375","0.4375"
"1220619","0.71875","0.71875","0.71875"
"1220621","0.71875","0.71875","0.71875"
"1230609","0.71875","0.71875","0.71875"
"1230610","0.8125","0.8125","0.8125"
"1230616","0.6458333333333334","0.5625","0.71875"
"1230621","0.65625","0.65625","0.65625"
"1240605","0.8125","0.8125","0.8125"
"1240606","0.5","0.5","0.5"
"1240611","0.65625","0.65625","0.65625"
"1240612","0.78125","0.78125","0.78125"
"1240616","0.53125","0.53125","0.53125"
"1240620","0.75","0.75","0.75"
"1250601","0.71875","0.71875","0.71875"
"1250605","0.53125","0.46875","0.59375"
"1250609","0.53125","0.53125","0.53125"
"1250617","0.875","0.875","0.875"
"1250655","0.5625","0.5625","0.5625"
"1260602","0.5625","0.5625","0.5625"
"1260603","0.8125","0.8125","0.8125"
"1260605","0.5625","0.5625","0.5625"
"1260614","0.75","0.75","0.75"
"1260616","0.625","0.625","0.625"
"1260620","0.53125","0.53125","0.53125"
"1270602","0.78125","0.78125","0.78125"
"1270609","0.8125","0.8125","0.8125"
"1270614","0.71875","0.71875","0.71875"
"1270616","0.8125","0.8125","0.8125"
"1270620","0.5","0.5","0.5"
"1270625","0.625","0.625","0.625"
"1280603","0.53125","0.53125","0.53125"
"1280605","0.65625","0.65625","0.65625"
"1280615","0.71875","0.71875","0.71875"
"1280620","0.71875","0.71875","0.71875"
"1280624","0.84375","0.84375","0.84375"
"1280633","0.46875","0.46875","0.46875"
"1290602","0.71875","0.71875","0.71875"
"1290611","0.65625","0.65625","0.65625"
"1290612","0.40625","0.40625","0.40625"
"1290614","0.75","0.75","0.75"
"1290617","0.8125","0.8125","0.8125"
"1290618","0.8125","0.8125","0.8125"
"1300606","0.71875","0.71875","0.71875"
"1300609","0.65625","0.65625","0.65625"
"1300616","0.75","0.75","0.75"
"1300617","0.5","0.5","0.5"
"1300620","0.59375","0.59375","0.59375"
"1300622","0.8125","0.8125","0.8125"
"1310601","0.75","0.75","0.75"
"1310602","0.703125","0.6875","0.71875"
"1310617","0.78125","0.78125","0.78125"
"1310619","0.59375","0.59375","0.59375"
"1310623","0.625","0.625","0.625"
"1320605","0.6875","0.6875","0.6875"
"1320607","0.71875","0.71875","0.71875"
"1320611","0.59375","0.59375","0.59375"
"1320616","0.75","0.75","0.75"
"1320621","0.75","0.71875","0.78125"
"1330601","0.84375","0.84375","0.84375"
"1330610","0.71875","0.71875","0.71875"
"1330612","0.5","0.5","0.5"
"1330621","0.625","0.59375","0.65625"
"1330623","0.71875","0.71875","0.71875"
"1340609","0.84375","0.84375","0.84375"
"1340610","0.6875","0.6875","0.6875"
"1340611","0.59375","0.59375","0.59375"
"1340616","0.71875","0.6875","0.75"
"1340621","0.625","0.625","0.625"
"1350603","0.6875","0.6875","0.6875"
"1350614","0.578125","0.5625","0.59375"
"1350618","0.8125","0.8125","0.8125"
"1350619","0.5","0.5","0.5"
"1350625","0.8125","0.8125","0.8125"
"1360604","0.9375","0.9375","0.9375"
"1360608","0.5","0.5","0.5"
"1360611","0.59375","0.59375","0.59375"
"1360617","0.75","0.75","0.75"
"1360619","0.71875","0.71875","0.71875"
"1360623","0.78125","0.78125","0.78125"
"1370607","0.6875","0.6875","0.6875"
"1370613","0.65625","0.65625","0.65625"
"1370616","0.71875","0.71875","0.71875"
"1370618","0.375","0.375","0.375"
"1370619","0.75","0.75","0.75"
"1370621","0.65625","0.65625","0.65625"
"1380603","0.84375","0.84375","0.84375"
"1380608","0.71875","0.71875","0.71875"
"1380614","0.71875","0.71875","0.71875"
"1380620","0.53125","0.53125","0.53125"
"1380621","0.875","0.875","0.875"
"1380622","0.6875","0.6875","0.6875"
"1390600","0.53125","0.53125","0.53125"
"1390613","0.625","0.625","0.625"
"1390616","0.6875","0.6875","0.6875"
"1390619","0.65625","0.65625","0.65625"
"1390622","0.78125","0.78125","0.78125"
"1390630","0.75","0.75","0.75"
"1400600","0.78125","0.78125","0.78125"
"1400601","0.46875","0.46875","0.46875"
"1400605","0.8125","0.8125","0.8125"
"1400610","0.71875","0.71875","0.71875"
"1400617","0.71875","0.71875","0.71875"
"1400623","0.5625","0.5625","0.5625"
"1410605","0.65625","0.65625","0.65625"
"1410609","0.65625","0.65625","0.65625"
"1410615","0.6875","0.6875","0.6875"
"1410619","0.65625","0.65625","0.65625"
"1410621","0.71875","0.71875","0.71875"
"1410631","0.5625","0.5625","0.5625"
"1420604","0.75","0.6875","0.8125"
"1420611","0.5625","0.5625","0.5625"
"1420616","0.5625","0.5625","0.5625"
"1420617","0.59375","0.59375","0.59375"
"1420622","0.59375","0.59375","0.59375"
"1430600","0.59375","0.59375","0.59375"
"1430606","0.625","0.625","0.625"
"1430609","0.6875","0.6875","0.6875"
"1430615","0.78125","0.78125","0.78125"
"1430620","0.4375","0.4375","0.4375"
"1430627","0.5625","0.5625","0.5625"
"1440606","0.78125","0.78125","0.78125"
"1440609","0.65625","0.65625","0.65625"
"1440613","0.6875","0.6875","0.6875"
"1440616","0.78125","0.78125","0.78125"
"1440619","0.703125","0.625","0.78125"
"1450602","0.46875","0.46875","0.46875"
"1450603","0.65625","0.65625","0.65625"
"1450606","0.84375","0.84375","0.84375"
"1450613","0.78125","0.78125","0.78125"
"1450622","0.375","0.375","0.375"
"1450623","0.59375","0.59375","0.59375"
"1460600","0.875","0.875","0.875"
"1460603","0.375","0.375","0.375"
"1460604","0.625","0.625","0.625"
"1460609","0.84375","0.84375","0.84375"
"1460611","0.78125","0.78125","0.78125"
"1460614","0.5625","0.5625","0.5625"
"1470601","0.78125","0.78125","0.78125"
"1470604","0.75","0.75","0.75"
"1470607","0.78125","0.78125","0.78125"
"1470613","0.4375","0.4375","0.4375"
"1470615","0.4375","0.4375","0.4375"
"1470625","0.75","0.75","0.75"
"1480606","0.75","0.75","0.75"
"1480607","0.78125","0.78125","0.78125"
"1480608","0.65625","0.65625","0.65625"
"1480609","0.59375","0.59375","0.59375"
"1480618","0.59375","0.59375","0.59375"
"1480620","0.59375","0.59375","0.59375"
"1490608","0.625","0.625","0.625"
"1490614","0.84375","0.84375","0.84375"
"1490615","0.5625","0.5625","0.5625"
"1490617","0.75","0.6875","0.8125"
"1490619","0.4375","0.4375","0.4375"
"1500614","0.734375","0.65625","0.8125"
"1500615","0.4375","0.4375","0.4375"
"1500620","0.5625","0.5625","0.5625"
"1500621","0.53125","0.53125","0.53125"
"1500622","0.875","0.875","0.875"
"1510600","0.75","0.75","0.75"
"1510602","0.65625","0.65625","0.65625"
"1510608","0.53125","0.53125","0.53125"
"1510613","0.65625","0.65625","0.65625"
"1510620","0.5","0.5","0.5"
"1510622","0.625","0.625","0.625"
"1520609","0.53125","0.53125","0.53125"
"1520612","0.78125","0.78125","0.78125"
"1520614","0.5625","0.5625","0.5625"
"1520620","0.71875","0.71875","0.71875"
"1520622","0.578125","0.28125","0.875"
"1530600","0.71875","0.71875","0.71875"
"1530603","0.40625","0.40625","0.40625"
"1530608","0.78125","0.78125","0.78125"
"1530618","0.4375","0.4375","0.4375"
"1530621","0.9375","0.9375","0.9375"
"1530623","0.5","0.5","0.5"
"1540600","0.5","0.5","0.5"
"1540602","0.6875","0.6875","0.6875"
"1540606","0.78125","0.78125","0.78125"
"1540607","0.65625","0.65625","0.65625"
"1540610","0.90625","0.90625","0.90625"
"1540611","0.75","0.75","0.75"
"1550602","0.78125","0.78125","0.78125"
"1550609","0.65625","0.65625","0.65625"
"1550611","0.78125","0.65625","0.90625"
"1550616","0.625","0.625","0.625"
"1550618","0.59375","0.59375","0.59375"
"1560600","0.5625","0.5625","0.5625"
"1560601","0.8125","0.8125","0.8125"
"1560613","0.375","0.375","0.375"
"1560621","0.6875","0.6875","0.6875"
"1560625","0.6875","0.6875","0.6875"
"1560627","0.6875","0.6875","0.6875"
"1570601","0.5625","0.5625","0.5625"
"1570604","0.59375","0.59375","0.59375"
"1570610","0.46875","0.46875","0.46875"
"1570612","0.71875","0.71875","0.71875"
"1570621","0.84375","0.84375","0.84375"
"1570623","0.5625","0.5625","0.5625"
"1580600","0.75","0.75","0.75"
"1580601","0.6875","0.6875","0.6875"
"1580603","0.78125","0.78125","0.78125"
"1580609","0.34375","0.34375","0.34375"
"1580611","0.71875","0.71875","0.71875"
"1590604","0.65625","0.65625","0.65625"
"1590605","0.71875","0.71875","0.71875"
"1590607","0.71875","0.71875","0.71875"
"1590608","0.78125","0.78125","0.78125"
"1590615","0.71875","0.71875","0.71875"
"1590629","0.84375","0.84375","0.84375"
"1600601","0.65625","0.65625","0.65625"
"1600605","0.53125","0.53125","0.53125"
"1600606","0.65625","0.65625","0.65625"
"1600608","0.59375","0.59375","0.59375"
"1600616","0.796875","0.71875","0.875"
"1610601","0.6875","0.6875","0.6875"
"1610615","0.78125","0.78125","0.78125"
"1610616","0.5625","0.53125","0.59375"
"1610617","0.8125","0.8125","0.8125"
"1610623","0.59375","0.59375","0.59375"
"1620601","0.65625","0.65625","0.65625"
"1620610","0.671875","0.59375","0.75"
"1620614","0.8125","0.8125","0.8125"
"1620616","0.71875","0.71875","0.71875"
"1620619","0.78125","0.78125","0.78125"
"1630601","0.71875","0.71875","0.71875"
"1630602","0.65625","0.59375","0.71875"
"1630605","0.90625","0.90625","0.90625"
"1630611","0.65625","0.65625","0.65625"
"1630621","0.59375","0.59375","0.59375"
"1640603","0.6875","0.53125","0.84375"
"1640606","0.625","0.625","0.625"
"1640610","0.78125","0.78125","0.78125"
"1640611","0.90625","0.90625","0.90625"
"1640615","0.78125","0.78125","0.78125"
"1650602","0.78125","0.78125","0.78125"
"1650608","0.65625","0.65625","0.65625"
"1650611","0.75","0.75","0.75"
"1650616","0.75","0.75","0.75"
"1650621","0.71875","0.71875","0.71875"
"1660601","0.5625","0.5625","0.5625"
"1660606","0.375","0.375","0.375"
"1660608","0.5625","0.5625","0.5625"
"1660612","0.78125","0.78125","0.78125"
"1660614","0.6875","0.6875","0.6875"
"1660617","0.6875","0.6875","0.6875"
"1670603","0.75","0.75","0.75"
"1670607","0.75","0.75","0.75"
"1670608","0.6875","0.6875","0.6875"
"1670609","0.5625","0.5625","0.5625"
"1670610","0.75","0.75","0.75"
"1670617","0.71875","0.71875","0.71875"
"1680603","0.65625","0.65625","0.65625"
"1680610","0.84375","0.75","0.9375"
"1680618","0.71875","0.71875","0.71875"
"1680623","0.625","0.625","0.625"
"1680624","0.875","0.875","0.875"
"1690600","0.71875","0.71875","0.71875"
"1690601","0.625","0.625","0.625"
"1690607","0.78125","0.78125","0.78125"
"1690613","0.65625","0.65625","0.65625"
"1690616","0.71875","0.71875","0.71875"
"1690620","0.75","0.75","0.75"
"1700600","0.6875","0.6875","0.6875"
"1700601","0.6875","0.6875","0.6875"
"1700603","0.65625","0.65625","0.65625"
"1700609","0.90625","0.90625","0.90625"
"1700611","0.71875","0.71875","0.71875"
"1700616","0.46875","0.46875","0.46875"
"1710604","0.78125","0.78125","0.78125"
"1710606","0.71875","0.71875","0.71875"
"1710608","0.75","0.75","0.75"
"1710620","0.71875","0.53125","0.90625"
"1710622","0.8125","0.8125","0.8125"
"1720608","0.6875","0.6875","0.6875"
"1720614","0.65625","0.65625","0.65625"
"1720616","0.75","0.75","0.75"
"1720618","0.59375","0.59375","0.59375"
"1720620","0.6875","0.6875","0.6875"
"1720627","0.59375","0.59375","0.59375"
"1730606","0.78125","0.78125","0.78125"
"1730609","0.6875","0.6875","0.6875"
"1730615","0.6875","0.6875","0.6875"
"1730623","0.53125","0.53125","0.53125"
"1730624","0.765625","0.75","0.78125"
"1740603","0.75","0.75","0.75"
"1740614","0.65625","0.65625","0.65625"
"1740616","0.8125","0.8125","0.8125"
"1740618","0.65625","0.65625","0.65625"
"1740621","0.75","0.75","0.75"
"1740625","0.78125","0.78125","0.78125"
"1750601","0.75","0.75","0.75"
"1750605","0.46875","0.46875","0.46875"
"1750608","0.84375","0.84375","0.84375"
"1750613","0.5625","0.5625","0.5625"
"1750616","0.65625","0.65625","0.65625"
"1750624","0.84375","0.84375","0.84375"
"1760600","0.8125","0.8125","0.8125"
"1760604","0.65625","0.65625","0.65625"
"1760615","0.734375","0.6875","0.78125"
"1760621","0.5625","0.5625","0.5625"
"1760623","0.75","0.75","0.75"
"1770604","0.703125","0.6875","0.71875"
"1770607","0.71875","0.71875","0.71875"
"1770610","0.828125","0.8125","0.84375"
"1780601","0.71875","0.71875","0.71875"
"1780603","0.53125","0.53125","0.53125"
"1780605","0.75","0.75","0.75"
"1780606","0.75","0.75","0.75"
"1780614","0.78125","0.78125","0.78125"
"1780622","0.71875","0.71875","0.71875"
"1790601","0.625","0.625","0.625"
"1790605","0.71875","0.71875","0.71875"
"1790609","0.625","0.625","0.625"
"1790610","0.78125","0.78125","0.78125"
"1790615","0.65625","0.65625","0.65625"
"1790620","0.8125","0.8125","0.8125"
"1800600","0.78125","0.78125","0.78125"
"1800604","0.8125","0.8125","0.8125"
"1800613","0.59375","0.59375","0.59375"
"1800616","0.71875","0.71875","0.71875"
"1800620","0.8125","0.8125","0.8125"
"1800621","0.59375","0.59375","0.59375"
"1810602","0.8125","0.8125","0.8125"
"1810610","0.65625","0.65625","0.65625"
"1810613","0.53125","0.53125","0.53125"
"1810617","0.625","0.625","0.625"
"1810618","0.71875","0.71875","0.71875"
"1810621","0.6875","0.6875","0.6875"
"1820604","0.6875","0.6875","0.6875"
"1820609","0.71875","0.71875","0.71875"
"1820613","0.78125","0.78125","0.78125"
"1820615","0.46875","0.46875","0.46875"
"1820617","0.75","0.75","0.75"
"1820619","0.75","0.75","0.75"
"1830600","0.625","0.625","0.625"
"1830602","0.5","0.5","0.5"
"1830603","0.5625","0.5625","0.5625"
"1830614","0.6875","0.6875","0.6875"
"1830618","0.53125","0.53125","0.53125"
"1830620","0.59375","0.59375","0.59375"
"1840600","0.6875","0.6875","0.6875"
"1840605","0.5625","0.5625","0.5625"
"1840607","0.625","0.625","0.625"
"1840618","0.78125","0.78125","0.78125"
"1840624","0.90625","0.90625","0.90625"
"1840666","0.71875","0.71875","0.71875"
"1850602","0.75","0.75","0.75"
"1850603","0.6875","0.6875","0.6875"
"1850607","0.8125","0.8125","0.8125"
"1850608","0.6875","0.6875","0.6875"
"1850612","0.71875","0.71875","0.71875"
"1850613","0.28125","0.28125","0.28125"
"1860600","0.734375","0.65625","0.8125"
"1860615","0.6875","0.6875","0.6875"
"1860617","0.6875","0.6875","0.6875"
"1860620","0.78125","0.78125","0.78125"
"1860624","0.625","0.625","0.625"
"1870600","0.71875","0.71875","0.71875"
"1870609","0.6875","0.6875","0.6875"
"1870613","0.625","0.625","0.625"
"1870618","0.71875","0.71875","0.71875"
"1870623","0.53125","0.53125","0.53125"
"1870625","0.6875","0.6875","0.6875"
"1880605","0.71875","0.71875","0.71875"
"1880609","0.875","0.875","0.875"
"1880617","0.71875","0.53125","0.90625"
"1880619","0.5625","0.5625","0.5625"
"1880621","0.71875","0.71875","0.71875"
"1890600","0.75","0.6875","0.8125"
"1890616","0.71875","0.71875","0.71875"
"1890618","0.65625","0.65625","0.65625"
"1890619","0.6875","0.6875","0.6875"
"1890620","0.8125","0.8125","0.8125"
"1900604","0.625","0.5625","0.6875"
"1900606","0.703125","0.6875","0.71875"
"1900607","0.78125","0.78125","0.78125"
"1900610","0.625","0.625","0.625"
"1910601","0.71875","0.71875","0.71875"
"1910609","0.78125","0.78125","0.78125"
"1910611","0.625","0.625","0.625"
"1910613","0.5","0.5","0.5"
"1910615","0.78125","0.78125","0.78125"
"1910626","0.78125","0.78125","0.78125"
"1920603","0.71875","0.71875","0.71875"
"1920613","0.84375","0.84375","0.84375"
"1920614","0.59375","0.59375","0.59375"
"1920618","0.71875","0.71875","0.71875"
"1920620","0.75","0.75","0.75"
"1920623","0.71875","0.71875","0.71875"
"1930601","0.78125","0.78125","0.78125"
"1930605","0.78125","0.78125","0.78125"
"1930611","0.65625","0.65625","0.65625"
"1930612","0.75","0.625","0.875"
"1930616","0.6875","0.6875","0.6875"
"1940605","0.90625","0.90625","0.90625"
"1940606","0.8125","0.75","0.875"
"1940607","0.65625","0.65625","0.65625"
"1940612","0.71875","0.71875","0.71875"
"1940618","0.6875","0.6875","0.6875"
"1950601","0.59375","0.59375","0.59375"
"1950605","0.75","0.75","0.75"
"1950607","0.6875","0.6875","0.6875"
"1950609","0.65625","0.65625","0.65625"
"1950615","0.6875","0.6875","0.6875"
"1960602","0.5625","0.5625","0.5625"
"1960610","0.625","0.625","0.625"
"1960613","0.75","0.75","0.75"
"1960618","0.90625","0.90625","0.90625"
"1960623","0.6875","0.6875","0.6875"
"1960626","0.875","0.875","0.875"
"1970606","0.59375","0.59375","0.59375"
"1970613","0.6875","0.6875","0.6875"
"1970616","0.6875","0.6875","0.6875"
"1970617","0.6875","0.6875","0.6875"
"1970619","0.78125","0.78125","0.78125"
"1970622","0.625","0.625","0.625"
"1980607","0.8125","0.8125","0.8125"
"1980608","0.75","0.75","0.75"
"1980609","0.78125","0.78125","0.78125"
"1980614","0.65625","0.65625","0.65625"
"1980618","0.5625","0.5625","0.5625"
"1980621","0.65625","0.65625","0.65625"
"1990605","0.59375","0.59375","0.59375"
"1990607","0.78125","0.78125","0.78125"
"1990608","0.65625","0.65625","0.65625"
"1990614","0.84375","0.84375","0.84375"
"1990622","0.59375","0.59375","0.59375"
"1990629","0.84375","0.84375","0.84375"
"2000601","0.875","0.875","0.875"
"2000602","0.71875","0.71875","0.71875"
"2000604","0.5625","0.5625","0.5625"
"2000611","0.5625","0.5625","0.5625"
"2000612","0.6875","0.6875","0.6875"
"2000619","0.71875","0.71875","0.71875"
"2010600","0.6875","0.6875","0.6875"
"2010608","0.75","0.75","0.75"
"2010610","0.78125","0.78125","0.78125"
"2010615","0.78125","0.78125","0.78125"
"2010619","0.59375","0.59375","0.59375"
"2010620","0.78125","0.78125","0.78125"
"2020601","0.75","0.75","0.75"
"2020602","0.78125","0.78125","0.78125"
"2020604","0.84375","0.84375","0.84375"
"2020608","0.71875","0.71875","0.71875"
"2020621","0.828125","0.75","0.90625"
"2030603","0.734375","0.65625","0.8125"
"2030606","0.8125","0.8125","0.8125"
"2030607","0.78125","0.78125","0.78125"
"2030612","0.84375","0.84375","0.84375"
"2040606","0.84375","0.84375","0.84375"
"2040613","0.6875","0.6875","0.6875"
"2040621","0.65625","0.65625","0.65625"
"2040622","0.71875","0.71875","0.71875"
"2040628","0.84375","0.84375","0.84375"
"2050611","0.875","0.875","0.875"
"2050619","0.75","0.75","0.75"
"2050623","0.625","0.625","0.625"
"2050624","0.71875","0.71875","0.71875"
"2060605","0.625","0.625","0.625"
"2060618","0.5625","0.5625","0.5625"
"2060623","0.78125","0.78125","0.78125"
"2070613","0.625","0.625","0.625"
"2070614","0.625","0.625","0.625"
"2070621","0.75","0.75","0.75"
"2080604","0.78125","0.78125","0.78125"
"2080617","0.59375","0.59375","0.59375"
"2090620","0.59375","0.59375","0.59375"
"2090621","0.6875","0.6875","0.6875"
"2100602","0.65625","0.65625","0.65625"
"2100605","0.71875","0.71875","0.71875"
"2110613","0.75","0.75","0.75"
"2110619","0.71875","0.71875","0.71875"
"2120601","0.625","0.625","0.625"
"2120622","0.6875","0.6875","0.6875"
"2130601","0.71875","0.71875","0.71875"
"2130615","0.6875","0.6875","0.6875"
"2140612","0.71875","0.71875","0.71875"
"2140623","0.8125","0.8125","0.8125"
"2150606","0.5625","0.5625","0.5625"
"2150620","0.59375","0.59375","0.59375"
"2160612","0.875","0.875","0.875"
"2160617","0.59375","0.59375","0.59375"
"2170607","0.6875","0.6875","0.6875"
"2170624","0.59375","0.59375","0.59375"
"2180609","0.75","0.75","0.75"
"2180611","0.5","0.5","0.5"
"2190604","0.75","0.75","0.75"
"2190624","0.75","0.75","0.75"
"2200608","0.71875","0.71875","0.71875"
"2200614","0.59375","0.59375","0.59375"
"2210606","0.78125","0.78125","0.78125"
"2210610","0.84375","0.84375","0.84375"
"2220600","0.78125","0.78125","0.78125"
"2220625","0.65625","0.65625","0.65625"
"2230609","0.625","0.625","0.625"
"2230612","0.9375","0.9375","0.9375"
"2240600","0.75","0.75","0.75"
"2240606","0.6875","0.6875","0.6875"
"2250619","0.6875","0.6875","0.6875"
"2250622","0.625","0.625","0.625"
"2260603","0.625","0.625","0.625"
"2260608","0.625","0.625","0.625"
"2270601","0.75","0.75","0.75"
"2270622","0.6875","0.6875","0.6875"
"2280606","0.90625","0.90625","0.90625"
"2280620","0.6875","0.6875","0.6875"
"2290613","0.5625","0.5625","0.5625"
"2290616","0.75","0.75","0.75"
"2300603","0.75","0.75","0.75"
"2300608","0.75","0.75","0.75"
"2310603","0.8125","0.8125","0.8125"