"Step","Group: protoss_10_vs_11_ACORM_WM - win_rate","Group: protoss_10_vs_11_ACORM_WM - win_rate__MIN","Group: protoss_10_vs_11_ACORM_WM - win_rate__MAX"
"2060233","0.28125","0.28125","0.28125"
"2060234","0.28125","0.28125","0.28125"
"2060248","0.28125","0.28125","0.28125"
"2060258","0.09375","0.09375","0.09375"
"2060278","0.34375","0.34375","0.34375"
"2070221","0.25","0.25","0.25"
"2070240","0.25","0.25","0.25"
"2070257","0.3125","0.3125","0.3125"
"2070262","0.1875","0.1875","0.1875"
"2070276","0.09375","0.09375","0.09375"
"2080233","0.15625","0.15625","0.15625"
"2080238","0.3125","0.3125","0.3125"
"2080245","0.5","0.5","0.5"
"2080252","0.34375","0.34375","0.34375"
"2080269","0.28125","0.28125","0.28125"
"2090220","0.21875","0.21875","0.21875"
"2090228","0.21875","0.1875","0.25"
"2090235","0.1875","0.1875","0.1875"
"2090294","0.53125","0.53125","0.53125"
"2100225","0.3125","0.3125","0.3125"
"2100239","0.1875","0.1875","0.1875"
"2100250","0.125","0.125","0.125"
"2100260","0.4375","0.4375","0.4375"
"2100279","0.375","0.375","0.375"
"2110235","0.28125","0.28125","0.28125"
"2110242","0.3125","0.3125","0.3125"
"2110244","0.125","0.125","0.125"
"2110255","0.1875","0.1875","0.1875"
"2110263","0.375","0.375","0.375"
"2120231","0.25","0.25","0.25"
"2120233","0.09375","0.09375","0.09375"
"2120235","0.28125","0.28125","0.28125"
"2120269","0.28125","0.28125","0.28125"
"2120280","0.28125","0.28125","0.28125"
"2130221","0.15625","0.15625","0.15625"
"2130242","0.375","0.375","0.375"
"2130260","0.25","0.25","0.25"
"2130294","0.09375","0.09375","0.09375"
"2130329","0.40625","0.40625","0.40625"
"2140223","0.1875","0.1875","0.1875"
"2140265","0.25","0.25","0.25"
"2140278","0.21875","0.21875","0.21875"
"2140285","0.125","0.125","0.125"
"2140332","0.28125","0.28125","0.28125"
"2150224","0.21875","0.21875","0.21875"
"2150226","0.34375","0.34375","0.34375"
"2150257","0.3125","0.3125","0.3125"
"2150260","0.125","0.125","0.125"
"2150285","0.375","0.375","0.375"
"2160229","0.1875","0.1875","0.1875"
"2160242","0.1875","0.1875","0.1875"
"2160266","0.25","0.25","0.25"
"2160290","0.3125","0.3125","0.3125"
"2160332","0.3125","0.3125","0.3125"
"2170237","0.125","0.125","0.125"
"2170248","0.34375","0.34375","0.34375"
"2170260","0.375","0.375","0.375"
"2170261","0.3125","0.3125","0.3125"
"2170264","0.28125","0.28125","0.28125"
"2180228","0.25","0.25","0.25"
"2180254","0.25","0.25","0.25"
"2180259","0.1875","0.1875","0.1875"
"2180273","0.21875","0.21875","0.21875"
"2180315","0.40625","0.40625","0.40625"
"2190231","0.21875","0.21875","0.21875"
"2190240","0.0625","0.0625","0.0625"
"2190257","0.34375","0.34375","0.34375"
"2190279","0.28125","0.28125","0.28125"
"2190289","0.3125","0.3125","0.3125"
"2200226","0.15625","0.125","0.1875"
"2200227","0.21875","0.21875","0.21875"
"2200246","0.25","0.25","0.25"
"2200256","0.21875","0.21875","0.21875"
"2210240","0.25","0.25","0.25"
"2210255","0.09375","0.09375","0.09375"
"2210272","0.28125","0.28125","0.28125"
"2210292","0.28125","0.28125","0.28125"
"2210302","0.3125","0.3125","0.3125"
"2220227","0.375","0.375","0.375"
"2220230","0.1875","0.1875","0.1875"
"2220257","0.25","0.25","0.25"
"2220270","0.28125","0.28125","0.28125"
"2220286","0.21875","0.21875","0.21875"
"2230246","0.28125","0.28125","0.28125"
"2230277","0.375","0.375","0.375"
"2230303","0.1875","0.1875","0.1875"
"2230312","0.3125","0.3125","0.3125"
"2230318","0.21875","0.21875","0.21875"
"2240229","0.125","0.125","0.125"
"2240241","0.375","0.375","0.375"
"2240242","0.28125","0.28125","0.28125"
"2240245","0.28125","0.28125","0.28125"
"2240275","0.5625","0.5625","0.5625"
"2250242","0.59375","0.59375","0.59375"
"2250254","0.25","0.25","0.25"
"2250279","0.15625","0.15625","0.15625"
"2250289","0.15625","0.15625","0.15625"
"2250307","0.1875","0.1875","0.1875"
"2260223","0.21875","0.21875","0.21875"
"2260252","0.1875","0.1875","0.1875"
"2260253","0.28125","0.28125","0.28125"
"2260278","0.1875","0.1875","0.1875"
"2260287","0.34375","0.34375","0.34375"
"2270264","0.21875","0.21875","0.21875"
"2270266","0.28125","0.28125","0.28125"
"2270276","0.09375","0.09375","0.09375"
"2270294","0.21875","0.21875","0.21875"
"2270322","0.1875","0.1875","0.1875"
"2280224","0.34375","0.34375","0.34375"
"2280234","0.21875","0.21875","0.21875"
"2280243","0.1875","0.1875","0.1875"
"2280265","0.34375","0.34375","0.34375"
"2280290","0.1875","0.1875","0.1875"
"2290242","0.15625","0.15625","0.15625"
"2290249","0.34375","0.34375","0.34375"
"2290272","0.375","0.375","0.375"
"2290294","0.375","0.375","0.375"
"2290321","0.21875","0.21875","0.21875"
"2300235","0.34375","0.34375","0.34375"
"2300243","0.28125","0.28125","0.28125"
"2300251","0.375","0.375","0.375"
"2300263","0.21875","0.21875","0.21875"
"2300274","0.3125","0.3125","0.3125"
"2310226","0.125","0.125","0.125"
"2310245","0.3125","0.3125","0.3125"
"2310270","0.4375","0.4375","0.4375"
"2310273","0.1875","0.1875","0.1875"
"2310291","0.21875","0.21875","0.21875"
"2320261","0.1875","0.1875","0.1875"
"2320264","0.125","0.125","0.125"
"2320268","0.28125","0.28125","0.28125"
"2320290","0.40625","0.40625","0.40625"
"2320306","0.21875","0.21875","0.21875"
"2330229","0.15625","0.15625","0.15625"
"2330233","0.34375","0.34375","0.34375"
"2330264","0.25","0.25","0.25"
"2330273","0.375","0.375","0.375"
"2330288","0.1875","0.1875","0.1875"
"2340222","0.375","0.375","0.375"
"2340244","0.40625","0.40625","0.40625"
"2340259","0.3125","0.3125","0.3125"
"2340281","0.21875","0.21875","0.21875"
"2340299","0.25","0.25","0.25"
"2350238","0.4375","0.4375","0.4375"
"2350250","0.21875","0.21875","0.21875"
"2350261","0.4375","0.4375","0.4375"
"2350266","0.375","0.375","0.375"
"2350269","0.28125","0.28125","0.28125"
"2360229","0.40625","0.40625","0.40625"
"2360248","0.1875","0.1875","0.1875"
"2360286","0.21875","0.21875","0.21875"
"2360289","0.40625","0.40625","0.40625"
"2360305","0.3125","0.3125","0.3125"
"2370224","0.25","0.25","0.25"
"2370251","0.25","0.25","0.25"
"2370277","0.1875","0.1875","0.1875"
"2370323","0.28125","0.28125","0.28125"
"2370333","0.21875","0.21875","0.21875"
"2380246","0.34375","0.34375","0.34375"
"2380247","0.3125","0.3125","0.3125"
"2380265","0.21875","0.21875","0.21875"
"2380269","0.09375","0.09375","0.09375"
"2380281","0.3125","0.3125","0.3125"
"2390220","0.1875","0.1875","0.1875"
"2390228","0.40625","0.40625","0.40625"
"2390236","0.3125","0.3125","0.3125"
"2390252","0.21875","0.21875","0.21875"
"2390287","0.3125","0.3125","0.3125"
"2400226","0.34375","0.34375","0.34375"
"2400228","0.46875","0.46875","0.46875"
"2400273","0.28125","0.28125","0.28125"
"2400282","0.3125","0.3125","0.3125"
"2400287","0.28125","0.28125","0.28125"
"2410255","0.28125","0.28125","0.28125"
"2410268","0.21875","0.21875","0.21875"
"2410287","0.3125","0.3125","0.3125"
"2410298","0.09375","0.09375","0.09375"
"2410299","0.1875","0.1875","0.1875"
"2420223","0.1875","0.1875","0.1875"
"2420227","0.25","0.25","0.25"
"2420229","0.3125","0.3125","0.3125"
"2420248","0.40625","0.40625","0.40625"
"2420255","0.375","0.375","0.375"
"2430224","0.46875","0.46875","0.46875"
"2430230","0.15625","0.15625","0.15625"
"2430250","0.3125","0.3125","0.3125"
"2430265","0.375","0.375","0.375"
"2430312","0.25","0.25","0.25"
"2440240","0.3125","0.3125","0.3125"
"2440253","0.3125","0.3125","0.3125"
"2440259","0.375","0.375","0.375"
"2440275","0.1875","0.1875","0.1875"
"2440276","0.1875","0.1875","0.1875"
"2450230","0.28125","0.28125","0.28125"
"2450242","0.21875","0.21875","0.21875"
"2450249","0.375","0.375","0.375"
"2450261","0.40625","0.40625","0.40625"
"2450285","0.375","0.375","0.375"
"2460223","0.15625","0.15625","0.15625"
"2460243","0.3125","0.3125","0.3125"
"2460252","0.28125","0.28125","0.28125"
"2460265","0.1875","0.1875","0.1875"
"2460287","0.21875","0.21875","0.21875"
"2470241","0.3125","0.3125","0.3125"
"2470256","0.40625","0.40625","0.40625"
"2470264","0.3125","0.3125","0.3125"
"2470270","0.21875","0.21875","0.21875"
"2470274","0.3125","0.3125","0.3125"
"2480225","0.0625","0.0625","0.0625"
"2480254","0.3125","0.3125","0.3125"
"2480266","0.25","0.25","0.25"
"2480280","0.375","0.375","0.375"
"2480289","0.375","0.375","0.375"
"2490222","0.40625","0.40625","0.40625"
"2490236","0.1875","0.1875","0.1875"
"2490254","0.15625","0.15625","0.15625"
"2490258","0.21875","0.21875","0.21875"
"2490269","0.375","0.375","0.375"
"2500220","0.25","0.25","0.25"
"2500227","0.4375","0.4375","0.4375"
"2500271","0.1875","0.1875","0.1875"
"2500281","0.15625","0.15625","0.15625"
"2500282","0.25","0.25","0.25"
"2510250","0.1875","0.1875","0.1875"
"2510272","0.3125","0.3125","0.3125"
"2510286","0.3125","0.3125","0.3125"
"2510303","0.3125","0.3125","0.3125"
"2510321","0.4375","0.4375","0.4375"
"2520221","0.25","0.25","0.25"
"2520222","0.46875","0.46875","0.46875"
"2520239","0.21875","0.21875","0.21875"
"2520254","0.53125","0.53125","0.53125"
"2520265","0.28125","0.28125","0.28125"
"2530241","0.21875","0.21875","0.21875"
"2530270","0.25","0.25","0.25"
"2530272","0.4375","0.4375","0.4375"
"2530289","0.34375","0.34375","0.34375"
"2530310","0.34375","0.34375","0.34375"
"2540238","0.40625","0.40625","0.40625"
"2540241","0.15625","0.15625","0.15625"
"2540248","0.1875","0.1875","0.1875"
"2540250","0.21875","0.21875","0.21875"
"2540277","0.375","0.375","0.375"
"2550220","0.25","0.25","0.25"
"2550226","0.40625","0.40625","0.40625"
"2550237","0.15625","0.15625","0.15625"
"2550259","0.25","0.25","0.25"
"2550337","0.28125","0.28125","0.28125"
"2560221","0.15625","0.15625","0.15625"
"2560222","0.25","0.25","0.25"
"2560241","0.3125","0.3125","0.3125"
"2560289","0.03125","0.03125","0.03125"
"2560291","0.40625","0.40625","0.40625"
"2570242","0.4375","0.4375","0.4375"
"2570254","0.34375","0.34375","0.34375"
"2570287","0.125","0.125","0.125"
"2570290","0.25","0.25","0.25"
"2570297","0.34375","0.34375","0.34375"
"2580227","0.34375","0.34375","0.34375"
"2580244","0.28125","0.28125","0.28125"
"2580250","0.15625","0.15625","0.15625"
"2580254","0.34375","0.34375","0.34375"
"2580281","0.0625","0.0625","0.0625"
"2590220","0.25","0.25","0.25"
"2590222","0.375","0.375","0.375"
"2590257","0.25","0.25","0.25"
"2590260","0.34375","0.34375","0.34375"
"2590283","0.4375","0.4375","0.4375"
"2600227","0.28125","0.28125","0.28125"
"2600232","0.25","0.25","0.25"
"2600248","0.28125","0.28125","0.28125"
"2600249","0.296875","0.25","0.34375"
"2610233","0.28125","0.28125","0.28125"
"2610239","0.28125","0.28125","0.28125"
"2610249","0.28125","0.28125","0.28125"
"2610264","0.3125","0.3125","0.3125"
"2610274","0.3125","0.3125","0.3125"
"2620223","0.28125","0.28125","0.28125"
"2620224","0.25","0.25","0.25"
"2620251","0.28125","0.28125","0.28125"
"2620256","0.5","0.5","0.5"
"2620287","0.3125","0.3125","0.3125"
"2630224","0.375","0.375","0.375"
"2630230","0.25","0.25","0.25"
"2630234","0.1875","0.1875","0.1875"
"2630240","0.21875","0.21875","0.21875"
"2630328","0.21875","0.21875","0.21875"
"2640222","0.15625","0.15625","0.15625"
"2640254","0.34375","0.34375","0.34375"
"2640281","0.125","0.125","0.125"
"2640296","0.28125","0.28125","0.28125"
"2640307","0.3125","0.3125","0.3125"
"2650222","0.34375","0.34375","0.34375"
"2650223","0.34375","0.34375","0.34375"
"2650245","0.3125","0.3125","0.3125"
"2650274","0.09375","0.09375","0.09375"
"2650324","0.21875","0.21875","0.21875"
"2660220","0.28125","0.28125","0.28125"
"2660223","0.375","0.375","0.375"
"2660249","0.21875","0.21875","0.21875"
"2660277","0.21875","0.21875","0.21875"
"2660302","0.3125","0.3125","0.3125"
"2670256","0.1875","0.1875","0.1875"
"2670257","0.4375","0.4375","0.4375"
"2670263","0.34375","0.34375","0.34375"
"2670268","0.265625","0.15625","0.375"
"2680230","0.21875","0.21875","0.21875"
"2680250","0.3125","0.3125","0.3125"
"2680269","0.3125","0.3125","0.3125"
"2680282","0.1875","0.1875","0.1875"
"2680291","0.15625","0.15625","0.15625"
"2690235","0.28125","0.28125","0.28125"
"2690254","0.375","0.375","0.375"
"2690266","0.21875","0.21875","0.21875"
"2690275","0.1875","0.1875","0.1875"
"2690309","0.40625","0.40625","0.40625"
"2700221","0.21875","0.21875","0.21875"
"2700238","0.28125","0.28125","0.28125"
"2700259","0.25","0.25","0.25"
"2700278","0.375","0.375","0.375"
"2700280","0.25","0.25","0.25"
"2710232","0.28125","0.28125","0.28125"
"2710260","0.40625","0.40625","0.40625"
"2710272","0.1875","0.1875","0.1875"
"2710280","0.3125","0.3125","0.3125"
"2710315","0.28125","0.28125","0.28125"
"2720242","0.25","0.25","0.25"
"2720244","0.25","0.25","0.25"
"2720254","0.34375","0.34375","0.34375"
"2720289","0.25","0.25","0.25"
"2720342","0.28125","0.28125","0.28125"
"2730249","0.25","0.25","0.25"
"2730250","0.28125","0.28125","0.28125"
"2730274","0.234375","0.21875","0.25"
"2730291","0.34375","0.34375","0.34375"
"2740223","0.25","0.25","0.25"
"2740233","0.15625","0.15625","0.15625"
"2740236","0.3125","0.3125","0.3125"
"2740251","0.15625","0.15625","0.15625"
"2740258","0.4375","0.4375","0.4375"
"2750226","0.34375","0.34375","0.34375"
"2750228","0.28125","0.28125","0.28125"
"2750246","0.375","0.375","0.375"
"2750277","0.21875","0.21875","0.21875"
"2750398","0.21875","0.21875","0.21875"
"2760228","0.0625","0.0625","0.0625"
"2760253","0.4375","0.4375","0.4375"
"2760262","0.09375","0.09375","0.09375"
"2760280","0.3125","0.3125","0.3125"
"2760297","0.5","0.5","0.5"
"2770224","0.25","0.25","0.25"
"2770232","0.1875","0.1875","0.1875"
"2770240","0.34375","0.34375","0.34375"
"2770258","0.34375","0.34375","0.34375"
"2770275","0.25","0.25","0.25"
"2780238","0.34375","0.34375","0.34375"
"2780256","0.1875","0.1875","0.1875"
"2780260","0.28125","0.28125","0.28125"
"2780303","0.21875","0.21875","0.21875"
"2780304","0.4375","0.4375","0.4375"
"2790221","0.34375","0.34375","0.34375"
"2790222","0.34375","0.34375","0.34375"
"2790223","0.34375","0.34375","0.34375"
"2790248","0.28125","0.28125","0.28125"
"2790259","0.34375","0.34375","0.34375"
"2800254","0.25","0.25","0.25"
"2800257","0.28125","0.28125","0.28125"
"2800281","0.25","0.25","0.25"
"2800283","0.1875","0.1875","0.1875"
"2800301","0.34375","0.34375","0.34375"
"2810220","0.25","0.25","0.25"
"2810226","0.34375","0.34375","0.34375"
"2810227","0.3125","0.25","0.375"
"2810305","0.34375","0.34375","0.34375"
"2820233","0.40625","0.40625","0.40625"
"2820237","0.3125","0.3125","0.3125"
"2820250","0.5","0.5","0.5"
"2820260","0.3125","0.3125","0.3125"
"2820287","0.28125","0.28125","0.28125"
"2830233","0.25","0.25","0.25"
"2830239","0.28125","0.28125","0.28125"
"2830255","0.34375","0.34375","0.34375"
"2830276","0.15625","0.15625","0.15625"
"2830294","0.46875","0.46875","0.46875"
"2840231","0.28125","0.28125","0.28125"
"2840254","0.21875","0.21875","0.21875"
"2840258","0.25","0.21875","0.28125"
"2840298","0.21875","0.21875","0.21875"
"2850227","0.3125","0.3125","0.3125"
"2850276","0.3125","0.3125","0.3125"
"2850288","0.4375","0.4375","0.4375"
"2850290","0.25","0.25","0.25"
"2850312","0.25","0.25","0.25"
"2860228","0.25","0.25","0.25"
"2860249","0.15625","0.15625","0.15625"
"2860282","0.34375","0.34375","0.34375"
"2860294","0.28125","0.28125","0.28125"
"2860313","0.28125","0.28125","0.28125"
"2870220","0.34375","0.3125","0.375"
"2870250","0.125","0.125","0.125"
"2870252","0.34375","0.34375","0.34375"
"2870291","0.15625","0.15625","0.15625"
"2880222","0.3125","0.3125","0.3125"
"2880230","0.5","0.5","0.5"
"2880241","0.375","0.375","0.375"
"2880315","0.3125","0.3125","0.3125"
"2880349","0.21875","0.21875","0.21875"
"2890244","0.40625","0.40625","0.40625"
"2890249","0.34375","0.34375","0.34375"
"2890269","0.53125","0.53125","0.53125"
"2890288","0.25","0.25","0.25"
"2890293","0.28125","0.28125","0.28125"
"2900226","0.21875","0.21875","0.21875"
"2900233","0.3125","0.3125","0.3125"
"2900247","0.296875","0.1875","0.40625"
"2900278","0.34375","0.34375","0.34375"
"2910235","0.4375","0.4375","0.4375"
"2910272","0.53125","0.53125","0.53125"
"2910281","0.34375","0.34375","0.34375"
"2910288","0.25","0.15625","0.34375"
"2920224","0.1875","0.1875","0.1875"
"2920235","0.46875","0.46875","0.46875"
"2920240","0.21875","0.21875","0.21875"
"2920247","0.21875","0.21875","0.21875"
"2920265","0.46875","0.46875","0.46875"
"2930222","0.375","0.375","0.375"
"2930233","0.4375","0.4375","0.4375"
"2930234","0.4375","0.4375","0.4375"
"2930252","0.34375","0.34375","0.34375"
"2930284","0.09375","0.09375","0.09375"
"2940234","0.40625","0.40625","0.40625"
"2940240","0.25","0.25","0.25"
"2940277","0.15625","0.15625","0.15625"
"2940289","0.3125","0.3125","0.3125"
"2940300","0.4375","0.4375","0.4375"
"2950241","0.25","0.25","0.25"
"2950243","0.40625","0.40625","0.40625"
"2950256","0.3125","0.3125","0.3125"
"2950269","0.3125","0.3125","0.3125"
"2950288","0.1875","0.1875","0.1875"
"2960230","0.53125","0.53125","0.53125"
"2960243","0.34375","0.34375","0.34375"
"2960249","0.25","0.25","0.25"
"2960266","0.28125","0.28125","0.28125"
"2960282","0.1875","0.1875","0.1875"
"2970221","0.4375","0.4375","0.4375"
"2970228","0.28125","0.28125","0.28125"
"2970260","0.09375","0.09375","0.09375"
"2970263","0.21875","0.21875","0.21875"
"2970316","0.375","0.375","0.375"
"2980221","0.25","0.25","0.25"
"2980225","0.4375","0.4375","0.4375"
"2980249","0.4375","0.4375","0.4375"
"2980270","0.21875","0.21875","0.21875"
"2980280","0.1875","0.1875","0.1875"
"2990268","0.390625","0.3125","0.46875"
"2990276","0.40625","0.40625","0.40625"
"2990304","0.34375","0.34375","0.34375"
"2990375","0.375","0.375","0.375"
"3000225","0.3125","0.3125","0.3125"
"3000227","0.375","0.375","0.375"
"3000233","0.3125","0.3125","0.3125"
"3000275","0.28125","0.28125","0.28125"
"3000316","0.15625","0.15625","0.15625"