"Step","Group: protoss_5_vs_5_QMIX - win_rate","Group: protoss_5_vs_5_QMIX - win_rate__MIN","Group: protoss_5_vs_5_QMIX - win_rate__MAX"
"1020025","0.15625","0.15625","0.15625"
"1020034","0.28125","0.28125","0.28125"
"1020050","0.25","0.25","0.25"
"1020055","0.34375","0.34375","0.34375"
"1020056","0.21875","0.21875","0.21875"
"1030003","0.15625","0.15625","0.15625"
"1030010","0.1875","0.1875","0.1875"
"1030033","0.21875","0.21875","0.21875"
"1030034","0.28125","0.28125","0.28125"
"1030058","0.3125","0.3125","0.3125"
"1030067","0.25","0.25","0.25"
"1040014","0.34375","0.34375","0.34375"
"1040016","0.15625","0.15625","0.15625"
"1040038","0.3125","0.3125","0.3125"
"1040043","0.34375","0.34375","0.34375"
"1040044","0.375","0.375","0.375"
"1040066","0","0","0"
"1050016","0.25","0.25","0.25"
"1050017","0.25","0.25","0.25"
"1050039","0.34375","0.34375","0.34375"
"1050043","0.09375","0.09375","0.09375"
"1050049","0.21875","0.21875","0.21875"
"1050057","0.28125","0.28125","0.28125"
"1060019","0.28125","0.28125","0.28125"
"1060026","0.34375","0.34375","0.34375"
"1060047","0.21875","0.21875","0.21875"
"1060053","0.28125","0.28125","0.28125"
"1060065","0.1875","0.1875","0.1875"
"1060069","0.28125","0.28125","0.28125"
"1070009","0.28125","0.28125","0.28125"
"1070014","0.25","0.25","0.25"
"1070017","0.21875","0.21875","0.21875"
"1070043","0.125","0.125","0.125"
"1070061","0.28125","0.28125","0.28125"
"1070069","0.0625","0.0625","0.0625"
"1080005","0.40625","0.40625","0.40625"
"1080011","0.21875","0.21875","0.21875"
"1080041","0.3125","0.3125","0.3125"
"1080043","0.25","0.25","0.25"
"1080060","0.21875","0.21875","0.21875"
"1080064","0.34375","0.34375","0.34375"
"1090003","0.40625","0.40625","0.40625"
"1090012","0.3125","0.3125","0.3125"
"1090022","0.28125","0.28125","0.28125"
"1090044","0.125","0.125","0.125"
"1090064","0.15625","0.15625","0.15625"
"1090110","0.21875","0.21875","0.21875"
"1100014","0.28125","0.28125","0.28125"
"1100019","0.171875","0.09375","0.25"
"1100023","0.25","0.25","0.25"
"1100028","0.25","0.25","0.25"
"1100029","0.34375","0.34375","0.34375"
"1110021","0.34375","0.34375","0.34375"
"1110026","0.34375","0.34375","0.34375"
"1110035","0.125","0.125","0.125"
"1110040","0.21875","0.21875","0.21875"
"1110048","0.15625","0.15625","0.15625"
"1110075","0.34375","0.34375","0.34375"
"1120011","0.28125","0.28125","0.28125"
"1120018","0.21875","0.21875","0.21875"
"1120034","0.28125","0.28125","0.28125"
"1120038","0.234375","0.21875","0.25"
"1120052","0.28125","0.28125","0.28125"
"1130005","0.21875","0.21875","0.21875"
"1130034","0.21875","0.21875","0.21875"
"1130043","0.265625","0.1875","0.34375"
"1130047","0.28125","0.28125","0.28125"
"1130052","0.25","0.25","0.25"
"1140020","0.28125","0.28125","0.28125"
"1140029","0.15625","0.15625","0.15625"
"1140032","0.1875","0.15625","0.21875"
"1140046","0.34375","0.34375","0.34375"
"1140050","0.25","0.25","0.25"
"1150006","0.15625","0.15625","0.15625"
"1150011","0.125","0.125","0.125"
"1150023","0.21875","0.21875","0.21875"
"1150025","0.3125","0.3125","0.3125"
"1150027","0.125","0.125","0.125"
"1150054","0.21875","0.21875","0.21875"
"1160001","0.25","0.25","0.25"
"1160004","0.4375","0.4375","0.4375"
"1160025","0.125","0.125","0.125"
"1160027","0.28125","0.28125","0.28125"
"1160029","0.28125","0.28125","0.28125"
"1160032","0.3125","0.3125","0.3125"
"1170005","0.25","0.25","0.25"
"1170019","0.21875","0.21875","0.21875"
"1170024","0.3125","0.3125","0.3125"
"1170040","0.4375","0.4375","0.4375"
"1170043","0.125","0.125","0.125"
"1170049","0.25","0.25","0.25"
"1180019","0.09375","0.09375","0.09375"
"1180035","0.25","0.25","0.25"
"1180053","0.34375","0.34375","0.34375"
"1180060","0.09375","0.09375","0.09375"
"1180084","0.21875","0.21875","0.21875"
"1190003","0.25","0.25","0.25"
"1190009","0.28125","0.28125","0.28125"
"1190038","0.09375","0.09375","0.09375"
"1190053","0.28125","0.28125","0.28125"
"1190055","0.3125","0.3125","0.3125"
"1190061","0.34375","0.34375","0.34375"
"1200018","0.25","0.25","0.25"
"1200040","0.28125","0.28125","0.28125"
"1200041","0.25","0.25","0.25"
"1200046","0.1875","0.1875","0.1875"
"1200050","0.125","0.125","0.125"
"1200052","0.21875","0.21875","0.21875"
"1210017","0.1875","0.1875","0.1875"
"1210022","0.125","0.125","0.125"
"1210025","0.28125","0.28125","0.28125"
"1210026","0.21875","0.21875","0.21875"
"1210035","0.28125","0.28125","0.28125"
"1210044","0.25","0.25","0.25"
"1220012","0.1875","0.1875","0.1875"
"1220017","0.375","0.375","0.375"
"1220025","0.21875","0.21875","0.21875"
"1220027","0.125","0.125","0.125"
"1220033","0.25","0.25","0.25"
"1220054","0.1875","0.1875","0.1875"
"1230007","0.3125","0.3125","0.3125"
"1230011","0.375","0.375","0.375"
"1230012","0.375","0.375","0.375"
"1230021","0.25","0.25","0.25"
"1230039","0.1875","0.1875","0.1875"
"1230057","0.1875","0.1875","0.1875"
"1240008","0.125","0.125","0.125"
"1240010","0.375","0.375","0.375"
"1240014","0.15625","0.15625","0.15625"
"1240027","0.28125","0.28125","0.28125"
"1240029","0.28125","0.28125","0.28125"
"1240080","0.15625","0.15625","0.15625"
"1250013","0.375","0.375","0.375"
"1250027","0.28125","0.28125","0.28125"
"1250033","0.25","0.25","0.25"
"1250036","0.1875","0.1875","0.1875"
"1250037","0.3125","0.3125","0.3125"
"1250041","0.1875","0.1875","0.1875"
"1260006","0.3125","0.3125","0.3125"
"1260012","0.21875","0.21875","0.21875"
"1260019","0.21875","0.21875","0.21875"
"1260025","0.375","0.375","0.375"
"1260034","0.1875","0.1875","0.1875"
"1260050","0.1875","0.1875","0.1875"
"1270000","0.1875","0.1875","0.1875"
"1270016","0.15625","0.15625","0.15625"
"1270035","0.40625","0.40625","0.40625"
"1270043","0.21875","0.21875","0.21875"
"1270044","0.1875","0.1875","0.1875"
"1270054","0.25","0.25","0.25"
"1280027","0.21875","0.21875","0.21875"
"1280036","0.5","0.5","0.5"
"1280042","0.15625","0.15625","0.15625"
"1280047","0.34375","0.34375","0.34375"
"1280064","0.28125","0.28125","0.28125"
"1280078","0.4375","0.4375","0.4375"
"1290011","0.28125","0.28125","0.28125"
"1290020","0.3125","0.3125","0.3125"
"1290021","0.28125","0.28125","0.28125"
"1290025","0.40625","0.40625","0.40625"
"1290040","0.1875","0.1875","0.1875"
"1290046","0.21875","0.21875","0.21875"
"1300016","0.03125","0.03125","0.03125"
"1300025","0.21875","0.21875","0.21875"
"1300035","0.3125","0.3125","0.3125"
"1300038","0.25","0.25","0.25"
"1300049","0.1875","0.1875","0.1875"
"1300064","0.28125","0.28125","0.28125"
"1310013","0.28125","0.28125","0.28125"
"1310014","0.1875","0.1875","0.1875"
"1310017","0.3125","0.3125","0.3125"
"1310026","0.125","0.125","0.125"
"1310049","0.25","0.25","0.25"
"1310052","0.34375","0.34375","0.34375"
"1320004","0.21875","0.21875","0.21875"
"1320009","0.25","0.25","0.25"
"1320012","0.15625","0.15625","0.15625"
"1320014","0.25","0.25","0.25"
"1320024","0.125","0.125","0.125"
"1320042","0.1875","0.1875","0.1875"
"1330007","0.28125","0.28125","0.28125"
"1330009","0.3125","0.3125","0.3125"
"1330011","0.46875","0.46875","0.46875"
"1330021","0.21875","0.21875","0.21875"
"1330039","0.25","0.25","0.25"
"1330070","0.3125","0.3125","0.3125"
"1340009","0.15625","0.15625","0.15625"
"1340014","0.5","0.5","0.5"
"1340021","0.28125","0.28125","0.28125"
"1340040","0.328125","0.28125","0.375"
"1340044","0.15625","0.15625","0.15625"
"1350005","0.15625","0.15625","0.15625"
"1350018","0.28125","0.28125","0.28125"
"1350021","0.25","0.25","0.25"
"1350031","0.25","0.25","0.25"
"1350041","0.375","0.375","0.375"
"1350072","0.3125","0.3125","0.3125"
"1360002","0.21875","0.21875","0.21875"
"1360022","0.1875","0.1875","0.1875"
"1360024","0.28125","0.28125","0.28125"
"1360028","0.125","0.125","0.125"
"1360043","0.1875","0.1875","0.1875"
"1360044","0.375","0.375","0.375"
"1370024","0.1875","0.1875","0.1875"
"1370028","0.3125","0.3125","0.3125"
"1370033","0.28125","0.28125","0.28125"
"1370035","0.09375","0.09375","0.09375"
"1370051","0.25","0.25","0.25"
"1380009","0.3125","0.3125","0.3125"
"1380022","0.375","0.375","0.375"
"1380033","0.3125","0.3125","0.3125"
"1380037","0.03125","0.03125","0.03125"
"1380061","0.40625","0.40625","0.40625"
"1380064","0.34375","0.34375","0.34375"
"1390020","0.21875","0.21875","0.21875"
"1390025","0.15625","0.15625","0.15625"
"1390027","0.34375","0.34375","0.34375"
"1390038","0.25","0.25","0.25"
"1390056","0.1875","0.1875","0.1875"
"1390057","0.1875","0.1875","0.1875"
"1400019","0.375","0.375","0.375"
"1400035","0.34375","0.34375","0.34375"
"1400038","0.3125","0.3125","0.3125"
"1400046","0.3125","0.3125","0.3125"
"1400049","0.34375","0.34375","0.34375"
"1400068","0.21875","0.21875","0.21875"
"1410003","0.3125","0.3125","0.3125"
"1410005","0.1875","0.1875","0.1875"
"1410009","0.21875","0.21875","0.21875"
"1410034","0.34375","0.34375","0.34375"
"1410048","0.40625","0.40625","0.40625"
"1410049","0.34375","0.34375","0.34375"
"1420003","0.25","0.25","0.25"
"1420011","0.34375","0.34375","0.34375"
"1420024","0.1875","0.1875","0.1875"
"1420032","0.375","0.375","0.375"
"1420040","0.3125","0.3125","0.3125"
"1420041","0.25","0.25","0.25"
"1430013","0.0625","0.0625","0.0625"
"1430021","0.21875","0.21875","0.21875"
"1430026","0.1875","0.1875","0.1875"
"1430040","0.25","0.25","0.25"
"1430041","0.25","0.25","0.25"
"1430047","0.375","0.375","0.375"
"1440000","0.1875","0.1875","0.1875"
"1440022","0.53125","0.53125","0.53125"
"1440024","0.40625","0.40625","0.40625"
"1440028","0.28125","0.28125","0.28125"
"1440029","0.4375","0.4375","0.4375"
"1440058","0.28125","0.28125","0.28125"
"1450012","0.375","0.375","0.375"
"1450017","0.15625","0.15625","0.15625"
"1450018","0.28125","0.28125","0.28125"
"1450045","0.15625","0.15625","0.15625"
"1450062","0.40625","0.40625","0.40625"
"1450082","0.21875","0.21875","0.21875"
"1460010","0.28125","0.28125","0.28125"
"1460011","0.28125","0.28125","0.28125"
"1460019","0.21875","0.21875","0.21875"
"1460032","0.34375","0.34375","0.34375"
"1460042","0.3125","0.3125","0.3125"
"1460050","0.1875","0.1875","0.1875"
"1470003","0.40625","0.40625","0.40625"
"1470008","0.375","0.375","0.375"
"1470038","0.28125","0.28125","0.28125"
"1470041","0.25","0.25","0.25"
"1470046","0.21875","0.21875","0.21875"
"1470053","0.3125","0.3125","0.3125"
"1480018","0.328125","0.28125","0.375"
"1480026","0.3125","0.3125","0.3125"
"1480030","0.21875","0.21875","0.21875"
"1480043","0.28125","0.28125","0.28125"
"1480052","0.28125","0.28125","0.28125"
"1490032","0.1875","0.1875","0.1875"
"1490039","0.46875","0.46875","0.46875"
"1490046","0.375","0.375","0.375"
"1490052","0.34375","0.34375","0.34375"
"1490060","0.4375","0.4375","0.4375"
"1490063","0.28125","0.28125","0.28125"
"1500011","0.4375","0.4375","0.4375"
"1500020","0.34375","0.34375","0.34375"
"1500023","0.3125","0.3125","0.3125"
"1500025","0.34375","0.34375","0.34375"
"1500037","0.3125","0.3125","0.3125"
"1500061","0.4375","0.4375","0.4375"
"1510001","0.28125","0.28125","0.28125"
"1510019","0.21875","0.21875","0.21875"
"1510027","0.3125","0.3125","0.3125"
"1510036","0.375","0.375","0.375"
"1510039","0.21875","0.21875","0.21875"
"1510054","0.34375","0.34375","0.34375"
"1520013","0.375","0.375","0.375"
"1520014","0.25","0.25","0.25"
"1520029","0.21875","0.21875","0.21875"
"1520043","0.21875","0.21875","0.21875"
"1520052","0.34375","0.34375","0.34375"
"1520056","0.1875","0.1875","0.1875"
"1530003","0.328125","0.21875","0.4375"
"1530015","0.25","0.25","0.25"
"1530050","0.28125","0.28125","0.28125"
"1530068","0.3125","0.3125","0.3125"
"1530071","0.25","0.25","0.25"
"1540024","0.28125","0.28125","0.28125"
"1540027","0.34375","0.34375","0.34375"
"1540034","0.21875","0.21875","0.21875"
"1540038","0.25","0.25","0.25"
"1540060","0.4375","0.4375","0.4375"
"1540062","0.15625","0.15625","0.15625"
"1550006","0.34375","0.34375","0.34375"
"1550013","0.28125","0.28125","0.28125"
"1550018","0.25","0.25","0.25"
"1550025","0.28125","0.28125","0.28125"
"1550026","0.3125","0.3125","0.3125"
"1550043","0.4375","0.4375","0.4375"
"1560025","0.234375","0.15625","0.3125"
"1560037","0.21875","0.21875","0.21875"
"1560043","0.3125","0.3125","0.3125"
"1560051","0.28125","0.28125","0.28125"
"1560076","0.34375","0.34375","0.34375"
"1570012","0.28125","0.28125","0.28125"
"1570025","0.34375","0.34375","0.34375"
"1570048","0.5","0.5","0.5"
"1570053","0.21875","0.21875","0.21875"
"1570055","0.25","0.25","0.25"
"1570062","0.15625","0.15625","0.15625"
"1580021","0.125","0.125","0.125"
"1580027","0.28125","0.28125","0.28125"
"1580040","0.1875","0.1875","0.1875"
"1580045","0.25","0.25","0.25"
"1580046","0.3125","0.3125","0.3125"
"1580065","0.375","0.375","0.375"
"1590008","0.125","0.125","0.125"
"1590009","0.4375","0.4375","0.4375"
"1590017","0.28125","0.28125","0.28125"
"1590029","0.25","0.25","0.25"
"1590033","0.1875","0.1875","0.1875"
"1590046","0.375","0.375","0.375"
"1600005","0.25","0.25","0.25"
"1600016","0.375","0.375","0.375"
"1600019","0.375","0.375","0.375"
"1600022","0.21875","0.21875","0.21875"
"1600053","0.4375","0.4375","0.4375"
"1600057","0.15625","0.15625","0.15625"
"1610002","0.25","0.25","0.25"
"1610012","0.46875","0.46875","0.46875"
"1610013","0.3125","0.3125","0.3125"
"1610017","0.34375","0.34375","0.34375"
"1610039","0.53125","0.53125","0.53125"
"1610098","0.21875","0.21875","0.21875"
"1620005","0.265625","0.25","0.28125"
"1620020","0.34375","0.34375","0.34375"
"1620035","0.28125","0.28125","0.28125"
"1620036","0.125","0.125","0.125"
"1620039","0.375","0.375","0.375"
"1630011","0.40625","0.40625","0.40625"
"1630013","0.3125","0.3125","0.3125"
"1630040","0.3125","0.3125","0.3125"
"1630042","0.3125","0.3125","0.3125"
"1630049","0.28125","0.28125","0.28125"
"1630074","0.28125","0.28125","0.28125"
"1640003","0.265625","0.25","0.28125"
"1640027","0.40625","0.40625","0.40625"
"1640038","0.125","0.125","0.125"
"1640048","0.15625","0.15625","0.15625"
"1640054","0.40625","0.40625","0.40625"
"1650019","0.28125","0.28125","0.28125"
"1650029","0.28125","0.28125","0.28125"
"1650034","0.3125","0.3125","0.3125"
"1650037","0.3125","0.3125","0.3125"
"1650039","0.25","0.25","0.25"
"1650054","0.40625","0.40625","0.40625"
"1660005","0.375","0.375","0.375"
"1660008","0.34375","0.34375","0.34375"
"1660011","0.21875","0.21875","0.21875"
"1660015","0.359375","0.34375","0.375"
"1660045","0.375","0.375","0.375"
"1670019","0.46875","0.46875","0.46875"
"1670031","0.40625","0.40625","0.40625"
"1670033","0.34375","0.34375","0.34375"
"1670043","0.34375","0.34375","0.34375"
"1670055","0.34375","0.34375","0.34375"
"1670059","0.09375","0.09375","0.09375"
"1680018","0.25","0.25","0.25"
"1680034","0.25","0.25","0.25"
"1680046","0.3125","0.1875","0.4375"
"1680048","0.375","0.375","0.375"
"1680063","0.3125","0.3125","0.3125"
"1690000","0.375","0.375","0.375"
"1690014","0.28125","0.28125","0.28125"
"1690030","0.3125","0.3125","0.3125"
"1690040","0.25","0.25","0.25"
"1690041","0.40625","0.40625","0.40625"
"1690048","0.5625","0.5625","0.5625"
"1700004","0.265625","0.1875","0.34375"
"1700007","0.28125","0.28125","0.28125"
"1700009","0.25","0.25","0.25"
"1700021","0.5","0.5","0.5"
"1700060","0.375","0.375","0.375"
"1710031","0.375","0.375","0.375"
"1710040","0.4375","0.4375","0.4375"
"1710055","0.375","0.375","0.375"
"1710062","0.375","0.375","0.375"
"1710068","0.46875","0.46875","0.46875"
"1710105","0.3125","0.3125","0.3125"
"1720007","0.3125","0.3125","0.3125"
"1720019","0.3125","0.3125","0.3125"
"1720020","0.375","0.375","0.375"
"1720040","0.4375","0.4375","0.4375"
"1720054","0.5","0.5","0.5"
"1720071","0.28125","0.28125","0.28125"
"1730017","0.3125","0.3125","0.3125"
"1730032","0.5","0.5","0.5"
"1730034","0.34375","0.34375","0.34375"
"1730039","0.21875","0.21875","0.21875"
"1730050","0.125","0.125","0.125"
"1730068","0.375","0.375","0.375"
"1740003","0.25","0.25","0.25"
"1740016","0.3125","0.3125","0.3125"
"1740020","0.3125","0.3125","0.3125"
"1740028","0.40625","0.375","0.4375"
"1740043","0.4375","0.4375","0.4375"
"1750001","0.25","0.25","0.25"
"1750002","0.4375","0.4375","0.4375"
"1750009","0.15625","0.15625","0.15625"
"1750051","0.28125","0.28125","0.28125"
"1750078","0.4375","0.4375","0.4375"
"1750105","0.375","0.375","0.375"
"1760011","0.25","0.25","0.25"
"1760015","0.375","0.375","0.375"
"1760026","0.375","0.375","0.375"
"1760037","0.3125","0.3125","0.3125"
"1760042","0.3125","0.3125","0.3125"
"1760058","0.5625","0.5625","0.5625"
"1770031","0.3125","0.3125","0.3125"
"1770035","0.25","0.25","0.25"
"1770041","0.25","0.25","0.25"
"1770052","0.28125","0.28125","0.28125"
"1770054","0.125","0.125","0.125"
"1770060","0.28125","0.28125","0.28125"
"1780001","0.3125","0.3125","0.3125"
"1780030","0.25","0.25","0.25"
"1780031","0.28125","0.28125","0.28125"
"1780040","0.1875","0.1875","0.1875"
"1780053","0.375","0.375","0.375"
"1780054","0.3125","0.3125","0.3125"
"1790010","0.34375","0.34375","0.34375"
"1790021","0.3125","0.3125","0.3125"
"1790041","0.28125","0.28125","0.28125"
"1790047","0.4375","0.4375","0.4375"
"1790049","0.4375","0.4375","0.4375"
"1790056","0.375","0.375","0.375"
"1800012","0.53125","0.53125","0.53125"
"1800015","0.40625","0.40625","0.40625"
"1800019","0.40625","0.40625","0.40625"
"1800032","0.375","0.375","0.375"
"1800034","0.25","0.25","0.25"
"1800079","0.375","0.375","0.375"
"1810012","0.3125","0.3125","0.3125"
"1810021","0.46875","0.46875","0.46875"
"1810030","0.3125","0.3125","0.3125"
"1810031","0.375","0.375","0.375"
"1810034","0.34375","0.34375","0.34375"
"1810047","0.5625","0.5625","0.5625"
"1820003","0.25","0.25","0.25"
"1820012","0.3125","0.3125","0.3125"
"1820019","0.28125","0.28125","0.28125"
"1820027","0.34375","0.34375","0.34375"
"1820031","0.28125","0.1875","0.375"
"1830007","0.40625","0.40625","0.40625"
"1830011","0.3125","0.3125","0.3125"
"1830014","0.34375","0.34375","0.34375"
"1830025","0.25","0.25","0.25"
"1830029","0.375","0.375","0.375"
"1830086","0.375","0.375","0.375"
"1840004","0.28125","0.28125","0.28125"
"1840026","0.1875","0.1875","0.1875"
"1840045","0.3125","0.3125","0.3125"
"1840052","0.28125","0.28125","0.28125"
"1840057","0.25","0.25","0.25"
"1840066","0.34375","0.34375","0.34375"
"1850021","0.40625","0.40625","0.40625"
"1850032","0.3125","0.3125","0.3125"
"1850041","0.34375","0.34375","0.34375"
"1850042","0.5","0.5","0.5"
"1850051","0.375","0.375","0.375"
"1850060","0.4375","0.4375","0.4375"
"1860029","0.3125","0.3125","0.3125"
"1860030","0.34375","0.34375","0.34375"
"1860041","0.25","0.25","0.25"
"1860043","0.375","0.375","0.375"
"1860051","0.28125","0.28125","0.28125"
"1860062","0.40625","0.40625","0.40625"
"1870001","0.375","0.375","0.375"
"1870013","0.46875","0.46875","0.46875"
"1870030","0.3125","0.3125","0.3125"
"1870031","0.375","0.375","0.375"
"1870033","0.15625","0.15625","0.15625"
"1870062","0.40625","0.40625","0.40625"
"1880012","0.5","0.5","0.5"
"1880029","0.28125","0.28125","0.28125"
"1880035","0.3125","0.3125","0.3125"
"1880037","0.40625","0.40625","0.40625"
"1880043","0.40625","0.40625","0.40625"
"1880059","0.46875","0.46875","0.46875"
"1890003","0.28125","0.28125","0.28125"
"1890009","0.25","0.25","0.25"
"1890029","0.25","0.25","0.25"
"1890031","0.5","0.5","0.5"
"1890050","0.21875","0.21875","0.21875"
"1890055","0.28125","0.28125","0.28125"
"1900001","0.1875","0.1875","0.1875"
"1900003","0.1875","0.1875","0.1875"
"1900013","0.40625","0.40625","0.40625"
"1900030","0.46875","0.46875","0.46875"
"1900031","0.34375","0.34375","0.34375"
"1900051","0.5","0.5","0.5"
"1910017","0.5","0.5","0.5"
"1910034","0.4375","0.4375","0.4375"
"1910035","0.40625","0.40625","0.40625"
"1910041","0.375","0.375","0.375"
"1910046","0.34375","0.34375","0.34375"
"1910061","0.5625","0.5625","0.5625"
"1920001","0.3125","0.3125","0.3125"
"1920004","0.4375","0.4375","0.4375"
"1920007","0.25","0.25","0.25"
"1920015","0.21875","0.21875","0.21875"
"1920028","0.28125","0.28125","0.28125"
"1920031","0.375","0.375","0.375"
"1930000","0.15625","0.15625","0.15625"
"1930015","0.34375","0.34375","0.34375"
"1930024","0.25","0.25","0.25"
"1930031","0.40625","0.40625","0.40625"
"1930050","0.4375","0.4375","0.4375"
"1930067","0.40625","0.40625","0.40625"
"1940007","0.21875","0.21875","0.21875"
"1940026","0.28125","0.28125","0.28125"
"1940030","0.21875","0.21875","0.21875"
"1940047","0.40625","0.40625","0.40625"
"1940051","0.15625","0.15625","0.15625"
"1940092","0.40625","0.40625","0.40625"
"1950002","0.328125","0.28125","0.375"
"1950019","0.34375","0.34375","0.34375"
"1950038","0.4375","0.4375","0.4375"
"1950039","0.46875","0.46875","0.46875"
"1950053","0.25","0.25","0.25"
"1960015","0.21875","0.21875","0.21875"
"1960016","0.28125","0.21875","0.34375"
"1960027","0.40625","0.40625","0.40625"
"1960031","0.28125","0.28125","0.28125"
"1960036","0.3125","0.3125","0.3125"
"1970002","0.375","0.375","0.375"
"1970005","0.375","0.375","0.375"
"1970013","0.25","0.25","0.25"
"1970017","0.34375","0.34375","0.34375"
"1970077","0.5","0.5","0.5"
"1970080","0.34375","0.34375","0.34375"
"1980001","0.34375","0.34375","0.34375"
"1980007","0.34375","0.34375","0.34375"
"1980036","0.359375","0.28125","0.4375"
"1980048","0.34375","0.34375","0.34375"
"1990005","0.40625","0.40625","0.40625"
"1990006","0.375","0.375","0.375"
"1990007","0.15625","0.15625","0.15625"
"1990030","0.53125","0.53125","0.53125"
"1990057","0.4375","0.4375","0.4375"
"1990073","0.375","0.375","0.375"
"2000000","0.21875","0.21875","0.21875"
"2000013","0.3125","0.3125","0.3125"
"2000022","0.4375","0.4375","0.4375"
"2000026","0.40625","0.40625","0.40625"
"2000040","0.5","0.5","0.5"
"2000078","0.34375","0.34375","0.34375"