"Step","Group: terran_5_vs_5_QMIX - win_rate","Group: terran_5_vs_5_QMIX - win_rate__MIN","Group: terran_5_vs_5_QMIX - win_rate__MAX"
"0","0","0","0"
"10013","0.0625","0.0625","0.0625"
"10018","0.03125","0.03125","0.03125"
"10022","0.03125","0.03125","0.03125"
"10024","0.09375","0.09375","0.09375"
"10027","0.09375","0.09375","0.09375"
"20004","0","0","0"
"20008","0.0625","0.0625","0.0625"
"20013","0.0625","0.0625","0.0625"
"20036","0.03125","0.03125","0.03125"
"20046","0","0","0"
"30011","0","0","0"
"30012","0.0625","0.0625","0.0625"
"30015","0.09375","0.09375","0.09375"
"30028","0.03125","0.03125","0.03125"
"30045","0.0625","0.0625","0.0625"
"40013","0.03125","0.03125","0.03125"
"40015","0.0625","0.0625","0.0625"
"40020","0.0625","0.0625","0.0625"
"40021","0.03125","0.03125","0.03125"
"40025","0.03125","0.03125","0.03125"
"50001","0.15625","0.15625","0.15625"
"50009","0.0625","0.0625","0.0625"
"50010","0","0","0"
"50016","0.0625","0.0625","0.0625"
"50030","0","0","0"
"60007","0.125","0.125","0.125"
"60018","0.03125","0","0.0625"
"60024","0.0625","0.0625","0.0625"
"60045","0.0625","0.0625","0.0625"
"70008","0.03125","0.03125","0.03125"
"70016","0.03125","0.03125","0.03125"
"70018","0","0","0"
"70019","0","0","0"
"70026","0","0","0"
"80001","0.0625","0.0625","0.0625"
"80003","0.03125","0.03125","0.03125"
"80010","0.0625","0.03125","0.09375"
"80037","0","0","0"
"90007","0.09375","0.09375","0.09375"
"90009","0.03125","0.03125","0.03125"
"90013","0.0625","0.0625","0.0625"
"90021","0","0","0"
"90029","0.0625","0.0625","0.0625"
"100009","0.03125","0.03125","0.03125"
"100013","0.03125","0.03125","0.03125"
"100019","0.03125","0.03125","0.03125"
"100031","0.0625","0.0625","0.0625"
"100076","0.09375","0.09375","0.09375"
"110019","0.046875","0.03125","0.0625"
"110020","0.0625","0.0625","0.0625"
"110039","0.03125","0.03125","0.03125"
"110040","0.09375","0.09375","0.09375"
"120017","0.03125","0.03125","0.03125"
"120029","0.0625","0.0625","0.0625"
"120052","0.09375","0.09375","0.09375"
"120064","0.0625","0.0625","0.0625"
"120070","0.09375","0.09375","0.09375"
"130002","0.03125","0.03125","0.03125"
"130004","0","0","0"
"130008","0.0625","0.0625","0.0625"
"130020","0.09375","0.09375","0.09375"
"130024","0.03125","0.03125","0.03125"
"140012","0.09375","0.09375","0.09375"
"140031","0.0625","0.0625","0.0625"
"140035","0.0625","0.0625","0.0625"
"140069","0.03125","0.03125","0.03125"
"140179","0.09375","0.09375","0.09375"
"150007","0.0625","0.0625","0.0625"
"150009","0.09375","0.09375","0.09375"
"150017","0.15625","0.15625","0.15625"
"150019","0.125","0.125","0.125"
"150026","0.09375","0.09375","0.09375"
"160007","0.09375","0.09375","0.09375"
"160008","0.0625","0.0625","0.0625"
"160012","0.15625","0.15625","0.15625"
"160032","0.125","0.125","0.125"
"160051","0.09375","0.09375","0.09375"
"170019","0.0625","0.0625","0.0625"
"170025","0.09375","0.09375","0.09375"
"170030","0","0","0"
"170035","0","0","0"
"170056","0.03125","0.03125","0.03125"
"180006","0.0625","0.0625","0.0625"
"180020","0.09375","0.09375","0.09375"
"180025","0.09375","0.09375","0.09375"
"180028","0.09375","0.09375","0.09375"
"180029","0","0","0"
"190004","0.0625","0.03125","0.09375"
"190007","0.125","0.125","0.125"
"190013","0.125","0.125","0.125"
"190027","0.125","0.125","0.125"
"200004","0.09375","0.09375","0.09375"
"200030","0.15625","0.15625","0.15625"
"200032","0.03125","0.03125","0.03125"
"200050","0.125","0.125","0.125"
"200086","0.0625","0.0625","0.0625"
"210005","0","0","0"
"210010","0.09375","0.09375","0.09375"
"210020","0.125","0.125","0.125"
"210023","0.1875","0.1875","0.1875"
"210063","0.03125","0.03125","0.03125"
"220002","0.09375","0.09375","0.09375"
"220025","0.03125","0.03125","0.03125"
"220035","0.1875","0.1875","0.1875"
"220036","0.125","0.125","0.125"
"220043","0.15625","0.15625","0.15625"
"230019","0.0625","0.0625","0.0625"
"230026","0.0625","0.03125","0.09375"
"230030","0.09375","0.09375","0.09375"
"230078","0.125","0.125","0.125"
"240011","0.078125","0.0625","0.09375"
"240027","0.09375","0.09375","0.09375"
"240042","0.0625","0.0625","0.0625"
"240100","0.125","0.125","0.125"
"250006","0.1875","0.1875","0.1875"
"250022","0.15625","0.15625","0.15625"
"250042","0.0625","0.0625","0.0625"
"250044","0.09375","0.09375","0.09375"
"250046","0.0625","0.0625","0.0625"
"260010","0.1875","0.1875","0.1875"
"260018","0.15625","0.15625","0.15625"
"260020","0.15625","0.15625","0.15625"
"260025","0.125","0.125","0.125"
"260059","0.0625","0.0625","0.0625"
"270006","0.0625","0.0625","0.0625"
"270011","0.125","0.125","0.125"
"270021","0.15625","0.15625","0.15625"
"270028","0.1875","0.1875","0.1875"
"270030","0.125","0.125","0.125"
"280009","0.09375","0.09375","0.09375"
"280015","0.15625","0.15625","0.15625"
"280027","0.1875","0.1875","0.1875"
"280055","0.0625","0.0625","0.0625"
"280075","0.125","0.125","0.125"
"290000","0.03125","0.03125","0.03125"
"290001","0.125","0.125","0.125"
"290004","0.125","0.125","0.125"
"290013","0.03125","0.03125","0.03125"
"290045","0.1875","0.1875","0.1875"
"300016","0.03125","0.03125","0.03125"
"300026","0.125","0.125","0.125"
"300035","0.15625","0.15625","0.15625"
"300057","0.0625","0.0625","0.0625"
"300061","0.125","0.125","0.125"
"310002","0.109375","0.0625","0.15625"
"310010","0.0625","0.0625","0.0625"
"310030","0.1875","0.1875","0.1875"
"310077","0.125","0.125","0.125"
"320002","0.15625","0.15625","0.15625"
"320012","0.09375","0.09375","0.09375"
"320021","0.09375","0.09375","0.09375"
"320022","0.3125","0.3125","0.3125"
"320029","0.1875","0.1875","0.1875"
"330008","0.1875","0.1875","0.1875"
"330014","0.15625","0.15625","0.15625"
"330080","0.1875","0.1875","0.1875"
"330103","0.21875","0.21875","0.21875"
"330161","0.25","0.25","0.25"
"340001","0.15625","0.15625","0.15625"
"340006","0.1875","0.1875","0.1875"
"340019","0.03125","0.03125","0.03125"
"340028","0","0","0"
"340071","0.1875","0.1875","0.1875"
"350009","0.3125","0.3125","0.3125"
"350018","0.21875","0.21875","0.21875"
"350027","0.09375","0.09375","0.09375"
"350031","0.0625","0.0625","0.0625"
"350032","0.15625","0.15625","0.15625"
"360001","0.125","0.125","0.125"
"360012","0.125","0.125","0.125"
"360026","0.125","0.125","0.125"
"360068","0.03125","0.03125","0.03125"
"360182","0.125","0.125","0.125"
"370001","0.1875","0.1875","0.1875"
"370014","0.21875","0.21875","0.21875"
"370017","0.15625","0.15625","0.15625"
"370019","0.15625","0.15625","0.15625"
"370069","0.34375","0.34375","0.34375"
"380002","0.21875","0.21875","0.21875"
"380009","0.0625","0.0625","0.0625"
"380014","0.125","0.125","0.125"
"380015","0.28125","0.28125","0.28125"
"380022","0.15625","0.15625","0.15625"
"390014","0.3125","0.3125","0.3125"
"390016","0.0625","0.0625","0.0625"
"390019","0.15625","0.15625","0.15625"
"390024","0.15625","0.15625","0.15625"
"390061","0.21875","0.21875","0.21875"
"400004","0.21875","0.21875","0.21875"
"400010","0.15625","0.15625","0.15625"
"400012","0.09375","0.09375","0.09375"
"400033","0.1875","0.1875","0.1875"
"400108","0.3125","0.3125","0.3125"
"410005","0.3125","0.3125","0.3125"
"410023","0.1875","0.1875","0.1875"
"410025","0.15625","0.15625","0.15625"
"410027","0.3125","0.3125","0.3125"
"410033","0.1875","0.1875","0.1875"
"420003","0.1875","0.1875","0.1875"
"420007","0.21875","0.21875","0.21875"
"420012","0.1875","0.1875","0.1875"
"420026","0.1875","0.1875","0.1875"
"420100","0.1875","0.1875","0.1875"
"430024","0.21875","0.21875","0.21875"
"430028","0.0625","0.0625","0.0625"
"430029","0.125","0.125","0.125"
"430031","0.15625","0.15625","0.15625"
"430059","0.1875","0.1875","0.1875"
"440017","0.125","0.125","0.125"
"440019","0.21875","0.21875","0.21875"
"440021","0.0625","0.0625","0.0625"
"440026","0.25","0.25","0.25"
"440032","0.1875","0.1875","0.1875"
"450006","0.34375","0.34375","0.34375"
"450011","0.234375","0.09375","0.375"
"450016","0.3125","0.3125","0.3125"
"450025","0.0625","0.0625","0.0625"
"460018","0.15625","0.15625","0.15625"
"460020","0.125","0.125","0.125"
"460021","0.25","0.25","0.25"
"460038","0.125","0.125","0.125"
"460039","0.21875","0.21875","0.21875"
"470004","0.21875","0.21875","0.21875"
"470007","0.34375","0.34375","0.34375"
"470013","0.15625","0.15625","0.15625"
"470028","0.15625","0.15625","0.15625"
"470041","0.125","0.125","0.125"
"480010","0.1875","0.1875","0.1875"
"480011","0.28125","0.28125","0.28125"
"480019","0.21875","0.21875","0.21875"
"480027","0.25","0.25","0.25"
"480031","0.15625","0.15625","0.15625"
"490004","0.34375","0.34375","0.34375"
"490029","0.28125","0.28125","0.28125"
"490040","0.25","0.25","0.25"
"490058","0.15625","0.15625","0.15625"
"490064","0.34375","0.34375","0.34375"
"500002","0.28125","0.28125","0.28125"
"500010","0.25","0.25","0.25"
"500012","0.25","0.25","0.25"
"500042","0.21875","0.21875","0.21875"
"510003","0.1875","0.1875","0.1875"
"510004","0.25","0.25","0.25"
"510018","0.34375","0.34375","0.34375"
"510025","0.125","0.125","0.125"
"510046","0.25","0.25","0.25"
"520006","0.25","0.25","0.25"
"520008","0.25","0.25","0.25"
"520021","0.15625","0.15625","0.15625"
"520025","0.25","0.25","0.25"
"520028","0.25","0.25","0.25"
"530008","0.15625","0.15625","0.15625"
"530024","0.25","0.25","0.25"
"530028","0.3125","0.3125","0.3125"
"530030","0.1875","0.1875","0.1875"
"530060","0.1875","0.1875","0.1875"
"540006","0.125","0.125","0.125"
"540010","0.1875","0.1875","0.1875"
"540025","0.25","0.25","0.25"
"540030","0.3125","0.3125","0.3125"
"540040","0.375","0.375","0.375"
"550008","0.1875","0.1875","0.1875"
"550040","0.1875","0.1875","0.1875"
"550044","0.34375","0.34375","0.34375"
"550059","0.21875","0.21875","0.21875"
"550060","0.15625","0.15625","0.15625"
"560008","0.40625","0.40625","0.40625"
"560021","0.1875","0.1875","0.1875"
"560023","0.125","0.125","0.125"
"560029","0.25","0.25","0.25"
"560058","0.28125","0.28125","0.28125"
"570000","0.125","0.125","0.125"
"570003","0.25","0.25","0.25"
"570013","0.28125","0.28125","0.28125"
"570019","0.3125","0.3125","0.3125"
"570031","0.1875","0.1875","0.1875"
"580001","0.21875","0.21875","0.21875"
"580006","0.15625","0.15625","0.15625"
"580029","0.25","0.25","0.25"
"580039","0.125","0.125","0.125"
"580086","0.375","0.375","0.375"
"590008","0.3125","0.3125","0.3125"
"590017","0.125","0.125","0.125"
"590027","0.28125","0.28125","0.28125"
"590029","0.203125","0.15625","0.25"
"600012","0.21875","0.21875","0.21875"
"600018","0.09375","0.09375","0.09375"
"600022","0.46875","0.46875","0.46875"
"600036","0.15625","0.15625","0.15625"
"600063","0.125","0.125","0.125"
"610020","0.1875","0.1875","0.1875"
"610034","0.1875","0.1875","0.1875"
"610035","0.1875","0.1875","0.1875"
"610040","0.21875","0.21875","0.21875"
"610141","0.3125","0.3125","0.3125"
"620017","0.21875","0.21875","0.21875"
"620020","0.21875","0.21875","0.21875"
"620039","0.34375","0.34375","0.34375"
"620063","0.25","0.25","0.25"
"620066","0.21875","0.21875","0.21875"
"630009","0.3125","0.3125","0.3125"
"630033","0.21875","0.21875","0.21875"
"630069","0.25","0.25","0.25"
"630146","0.15625","0.15625","0.15625"
"630147","0.25","0.25","0.25"
"640014","0.25","0.25","0.25"
"640028","0.296875","0.25","0.34375"
"640029","0.09375","0.09375","0.09375"
"640039","0.15625","0.15625","0.15625"
"650005","0.21875","0.125","0.3125"
"650024","0.1875","0.1875","0.1875"
"650032","0.3125","0.3125","0.3125"
"650064","0.3125","0.3125","0.3125"
"660006","0.125","0.125","0.125"
"660014","0.34375","0.34375","0.34375"
"660033","0.34375","0.34375","0.34375"
"660053","0.40625","0.40625","0.40625"
"660074","0.28125","0.28125","0.28125"
"670001","0.3125","0.3125","0.3125"
"670008","0.25","0.25","0.25"
"670011","0.28125","0.28125","0.28125"
"670026","0.28125","0.28125","0.28125"
"670027","0.40625","0.40625","0.40625"
"680006","0.34375","0.34375","0.34375"
"680017","0.25","0.25","0.25"
"680021","0.375","0.375","0.375"
"680034","0.15625","0.15625","0.15625"
"680042","0.1875","0.1875","0.1875"
"690000","0.40625","0.40625","0.40625"
"690002","0.25","0.25","0.25"
"690006","0.25","0.25","0.25"
"690010","0.125","0.125","0.125"
"690015","0.3125","0.3125","0.3125"
"700008","0.28125","0.28125","0.28125"
"700012","0.375","0.375","0.375"
"700018","0.21875","0.21875","0.21875"
"700053","0.140625","0.09375","0.1875"
"710010","0.15625","0.15625","0.15625"
"710026","0.234375","0.21875","0.25"
"710028","0.28125","0.28125","0.28125"
"710040","0.28125","0.28125","0.28125"
"720027","0.28125","0.28125","0.28125"
"720046","0.3125","0.3125","0.3125"
"720050","0.34375","0.34375","0.34375"
"720082","0.09375","0.09375","0.09375"
"720087","0.34375","0.34375","0.34375"
"730006","0.25","0.25","0.25"
"730020","0.34375","0.34375","0.34375"
"730021","0.28125","0.28125","0.28125"
"730029","0.28125","0.28125","0.28125"
"730040","0.15625","0.15625","0.15625"
"740007","0.3125","0.3125","0.3125"
"740010","0.28125","0.28125","0.28125"
"740016","0.21875","0.21875","0.21875"
"740030","0.3125","0.3125","0.3125"
"740119","0.375","0.375","0.375"
"750011","0.34375","0.34375","0.34375"
"750012","0.21875","0.21875","0.21875"
"750014","0.1875","0.1875","0.1875"
"750056","0.34375","0.34375","0.34375"
"750176","0.21875","0.21875","0.21875"
"760013","0.28125","0.28125","0.28125"
"760020","0.46875","0.46875","0.46875"
"760027","0.15625","0.15625","0.15625"
"760038","0.28125","0.28125","0.28125"
"760048","0.125","0.125","0.125"
"770000","0.3125","0.3125","0.3125"
"770003","0.28125","0.28125","0.28125"
"770005","0.21875","0.21875","0.21875"
"770013","0.28125","0.28125","0.28125"
"770014","0.34375","0.34375","0.34375"
"780005","0.28125","0.28125","0.28125"
"780011","0.1875","0.1875","0.1875"
"780036","0.34375","0.34375","0.34375"
"780060","0.34375","0.34375","0.34375"
"780078","0.3125","0.3125","0.3125"
"790001","0.15625","0.15625","0.15625"
"790003","0.28125","0.28125","0.28125"
"790018","0.375","0.375","0.375"
"790039","0.375","0.375","0.375"
"790068","0.15625","0.15625","0.15625"
"800006","0.25","0.25","0.25"
"800012","0.28125","0.28125","0.28125"
"800030","0.34375","0.34375","0.34375"
"800033","0.21875","0.21875","0.21875"
"800041","0.375","0.375","0.375"
"810002","0.1875","0.1875","0.1875"
"810021","0.1875","0.1875","0.1875"
"810023","0.1875","0.1875","0.1875"
"810034","0.375","0.375","0.375"
"810036","0.40625","0.40625","0.40625"
"820019","0.21875","0.21875","0.21875"
"820020","0.375","0.375","0.375"
"820030","0.15625","0.15625","0.15625"
"820032","0.3125","0.3125","0.3125"
"820050","0.125","0.125","0.125"
"830011","0.25","0.25","0.25"
"830021","0.34375","0.34375","0.34375"
"830023","0.375","0.375","0.375"
"830033","0.375","0.375","0.375"
"830059","0.28125","0.28125","0.28125"
"840003","0.34375","0.34375","0.34375"
"840017","0.25","0.25","0.25"
"840024","0.375","0.375","0.375"
"840026","0.4375","0.4375","0.4375"
"840077","0.34375","0.34375","0.34375"
"850006","0.28125","0.28125","0.28125"
"850007","0.34375","0.34375","0.34375"
"850014","0.4375","0.4375","0.4375"
"850021","0.5","0.5","0.5"
"850022","0.21875","0.21875","0.21875"
"860005","0.21875","0.21875","0.21875"
"860010","0.3125","0.3125","0.3125"
"860019","0.3125","0.3125","0.3125"
"860040","0.21875","0.21875","0.21875"
"860064","0.15625","0.15625","0.15625"
"870006","0.3125","0.3125","0.3125"
"870009","0.34375","0.34375","0.34375"
"870026","0.25","0.25","0.25"
"870037","0.3125","0.3125","0.3125"
"870041","0.3125","0.3125","0.3125"
"880003","0.0625","0.0625","0.0625"
"880009","0.25","0.25","0.25"
"880034","0.34375","0.34375","0.34375"
"880054","0.21875","0.21875","0.21875"
"880070","0.34375","0.34375","0.34375"
"890001","0.25","0.25","0.25"
"890012","0.375","0.375","0.375"
"890015","0.28125","0.28125","0.28125"
"890022","0.46875","0.46875","0.46875"
"890049","0.3125","0.3125","0.3125"
"900019","0.28125","0.28125","0.28125"
"900040","0.25","0.25","0.25"
"900070","0.28125","0.28125","0.28125"
"900079","0.3125","0.3125","0.3125"
"900085","0.25","0.25","0.25"
"910017","0.40625","0.40625","0.40625"
"910021","0.3125","0.3125","0.3125"
"910028","0.25","0.25","0.25"
"910035","0.1875","0.1875","0.1875"
"910080","0.1875","0.1875","0.1875"
"920014","0.15625","0.15625","0.15625"
"920017","0.40625","0.40625","0.40625"
"920048","0.34375","0.34375","0.34375"
"920049","0.28125","0.28125","0.28125"
"920137","0.21875","0.21875","0.21875"
"930024","0.3125","0.3125","0.3125"
"930035","0.40625","0.40625","0.40625"
"930047","0.21875","0.21875","0.21875"
"930084","0.21875","0.21875","0.21875"
"930095","0.40625","0.40625","0.40625"
"940000","0.3125","0.3125","0.3125"
"940016","0.28125","0.28125","0.28125"
"940030","0.46875","0.46875","0.46875"
"940034","0.21875","0.21875","0.21875"
"940062","0.21875","0.21875","0.21875"
"950010","0.28125","0.28125","0.28125"
"950033","0.15625","0.15625","0.15625"
"950035","0.34375","0.34375","0.34375"
"950050","0.125","0.125","0.125"
"950052","0.28125","0.28125","0.28125"
"960005","0.375","0.375","0.375"
"960018","0.28125","0.28125","0.28125"
"960024","0.34375","0.34375","0.34375"
"960026","0.28125","0.28125","0.28125"
"960067","0.25","0.25","0.25"
"970014","0.3125","0.3125","0.3125"
"970023","0.1875","0.1875","0.1875"
"970037","0.46875","0.46875","0.46875"
"970050","0.34375","0.34375","0.34375"
"970096","0.1875","0.1875","0.1875"
"980000","0.21875","0.21875","0.21875"
"980002","0.4375","0.4375","0.4375"
"980015","0.34375","0.34375","0.34375"
"980017","0.21875","0.21875","0.21875"
"980025","0.15625","0.15625","0.15625"
"990006","0.28125","0.28125","0.28125"
"990024","0.21875","0.21875","0.21875"
"990053","0.25","0.25","0.25"
"990056","0.25","0.25","0.25"
"990116","0.375","0.375","0.375"
"1000020","0.21875","0.21875","0.21875"
"1000023","0.375","0.375","0.375"
"1000030","0.28125","0.28125","0.28125"
"1000037","0.1875","0.1875","0.1875"
"1000048","0.28125","0.28125","0.28125"
"1010015","0.375","0.375","0.375"
