"Step","Group: zerg_10_vs_11_ACORM - win_rate","Group: zerg_10_vs_11_ACORM - win_rate__MIN","Group: zerg_10_vs_11_ACORM - win_rate__MAX"
"1480241","0.15625","0.15625","0.15625"
"1480249","0.15625","0.15625","0.15625"
"1490230","0.25","0.25","0.25"
"1490232","0.28125","0.28125","0.28125"
"1490252","0.0625","0.0625","0.0625"
"1490257","0.03125","0.03125","0.03125"
"1500225","0.0625","0.0625","0.0625"
"1500231","0.03125","0.03125","0.03125"
"1500232","0.25","0.25","0.25"
"1500256","0.3125","0.3125","0.3125"
"1510222","0.0625","0.0625","0.0625"
"1510223","0.0625","0.0625","0.0625"
"1510230","0.1875","0.0625","0.3125"
"1520224","0.03125","0.03125","0.03125"
"1520225","0.15625","0.15625","0.15625"
"1520227","0.1875","0.1875","0.1875"
"1520233","0.1875","0.1875","0.1875"
"1530227","0.09375","0.09375","0.09375"
"1530236","0.15625","0.15625","0.15625"
"1530239","0.125","0.125","0.125"
"1540228","0.21875","0.21875","0.21875"
"1540235","0.21875","0.21875","0.21875"
"1540236","0.03125","0.03125","0.03125"
"1540243","0.28125","0.28125","0.28125"
"1550231","0.21875","0.21875","0.21875"
"1550233","0.21875","0.21875","0.21875"
"1550234","0.0625","0.0625","0.0625"
"1550242","0.25","0.25","0.25"
"1560225","0.25","0.25","0.25"
"1560244","0.0625","0.0625","0.0625"
"1560268","0.03125","0.03125","0.03125"
"1560295","0.1875","0.1875","0.1875"
"1570225","0.09375","0.09375","0.09375"
"1570232","0.21875","0.21875","0.21875"
"1570236","0.25","0.25","0.25"
"1570243","0.15625","0.15625","0.15625"
"1580221","0.125","0.125","0.125"
"1580225","0.03125","0.03125","0.03125"
"1580226","0.125","0.125","0.125"
"1580241","0.09375","0.09375","0.09375"
"1590222","0.21875","0.21875","0.21875"
"1590239","0.1875","0.1875","0.1875"
"1590244","0.09375","0.09375","0.09375"
"1590252","0.15625","0.15625","0.15625"
"1600225","0.03125","0.03125","0.03125"
"1600226","0.21875","0.21875","0.21875"
"1600233","0.125","0.125","0.125"
"1600250","0.1875","0.1875","0.1875"
"1610225","0","0","0"
"1610227","0.28125","0.28125","0.28125"
"1610248","0.1875","0.1875","0.1875"
"1610250","0.125","0.125","0.125"
"1620227","0.15625","0.15625","0.15625"
"1620230","0.3125","0.3125","0.3125"
"1620238","0.0625","0.0625","0.0625"
"1620239","0.15625","0.15625","0.15625"
"1630241","0.1875","0.1875","0.1875"
"1630242","0.09375","0.09375","0.09375"
"1630244","0.125","0.03125","0.21875"
"1640226","0.03125","0.03125","0.03125"
"1640234","0.1875","0.1875","0.1875"
"1640244","0.125","0.125","0.125"
"1640247","0.21875","0.21875","0.21875"
"1650231","0.1875","0.1875","0.1875"
"1650245","0.21875","0.21875","0.21875"
"1650247","0.09375","0.09375","0.09375"
"1650250","0.09375","0.09375","0.09375"
"1660225","0.25","0.25","0.25"
"1660232","0.09375","0.09375","0.09375"
"1660233","0.03125","0.03125","0.03125"
"1660252","0.125","0.125","0.125"
"1670220","0.09375","0.09375","0.09375"
"1670227","0.34375","0.34375","0.34375"
"1670239","0","0","0"
"1670240","0.21875","0.21875","0.21875"
"1680220","0.03125","0.03125","0.03125"
"1680222","0.125","0.125","0.125"
"1680254","0.09375","0.09375","0.09375"
"1680259","0.21875","0.21875","0.21875"
"1690222","0.03125","0.03125","0.03125"
"1690229","0.15625","0.15625","0.15625"
"1690250","0.09375","0.09375","0.09375"
"1690280","0.1875","0.1875","0.1875"
"1700226","0.1875","0.1875","0.1875"
"1700228","0.34375","0.34375","0.34375"
"1700244","0.09375","0.09375","0.09375"
"1700245","0.15625","0.15625","0.15625"
"1710220","0.0625","0.0625","0.0625"
"1710226","0.21875","0.21875","0.21875"
"1710242","0.09375","0.09375","0.09375"
"1710245","0.15625","0.15625","0.15625"
"1720222","0.25","0.25","0.25"
"1720227","0.15625","0.15625","0.15625"
"1720240","0.0625","0.0625","0.0625"
"1720246","0.28125","0.28125","0.28125"
"1730225","0.0625","0.0625","0.0625"
"1730226","0.3125","0.3125","0.3125"
"1730244","0.0625","0.0625","0.0625"
"1730247","0.15625","0.15625","0.15625"
"1740241","0.1875","0.1875","0.1875"
"1740248","0.0625","0.0625","0.0625"
"1740249","0.1875","0.1875","0.1875"
"1740266","0.15625","0.15625","0.15625"
"1750220","0.125","0.125","0.125"
"1750223","0.03125","0.03125","0.03125"
"1750227","0.15625","0.15625","0.15625"
"1750236","0.15625","0.15625","0.15625"
"1760224","0","0","0"
"1760231","0.3125","0.3125","0.3125"
"1760238","0.1875","0.1875","0.1875"
"1760246","0.21875","0.21875","0.21875"
"1770228","0.28125","0.28125","0.28125"
"1770249","0.21875","0.21875","0.21875"
"1770252","0.03125","0.03125","0.03125"
"1770256","0.15625","0.15625","0.15625"
"1780221","0.109375","0.03125","0.1875"
"1780241","0.1875","0.1875","0.1875"
"1780242","0.125","0.125","0.125"
"1790227","0.03125","0.03125","0.03125"
"1790230","0.125","0.125","0.125"
"1790249","0.3125","0.3125","0.3125"
"1790264","0.15625","0.15625","0.15625"
"1800234","0.03125","0.03125","0.03125"
"1800243","0.21875","0.21875","0.21875"
"1800246","0.15625","0.15625","0.15625"
"1800269","0.21875","0.21875","0.21875"
"1810223","0.03125","0.03125","0.03125"
"1810228","0.09375","0.09375","0.09375"
"1810233","0.0625","0.0625","0.0625"
"1810244","0.21875","0.21875","0.21875"
"1820226","0.03125","0.03125","0.03125"
"1820231","0.25","0.25","0.25"
"1820234","0.0625","0.0625","0.0625"
"1820244","0.25","0.25","0.25"
"1830230","0.0625","0.0625","0.0625"
"1830242","0.25","0.25","0.25"
"1830244","0.28125","0.28125","0.28125"
"1830254","0.125","0.125","0.125"
"1840228","0.21875","0.21875","0.21875"
"1840229","0.1875","0.1875","0.1875"
"1840238","0.03125","0.03125","0.03125"
"1840240","0.28125","0.28125","0.28125"
"1850228","0.15625","0.15625","0.15625"
"1850230","0.1875","0.1875","0.1875"
"1850237","0.125","0.125","0.125"
"1850238","0.09375","0.09375","0.09375"
"1860234","0.28125","0.28125","0.28125"
"1860235","0.21875","0.21875","0.21875"
"1860239","0.09375","0.09375","0.09375"
"1860257","0.15625","0.15625","0.15625"
"1870225","0.03125","0.03125","0.03125"
"1870229","0.125","0.125","0.125"
"1870241","0.125","0.125","0.125"
"1870244","0.125","0.125","0.125"
"1880225","0.0625","0.0625","0.0625"
"1880229","0.15625","0.15625","0.15625"
"1880239","0.15625","0.15625","0.15625"
"1880242","0.09375","0.09375","0.09375"
"1890222","0.15625","0.15625","0.15625"
"1890228","0.1875","0.1875","0.1875"
"1890241","0.0625","0.0625","0.0625"
"1890292","0.28125","0.28125","0.28125"
"1900230","0.03125","0.03125","0.03125"
"1900239","0.3125","0.3125","0.3125"
"1900240","0.125","0.125","0.125"
"1900245","0.1875","0.1875","0.1875"
"1910230","0.203125","0.1875","0.21875"
"1910249","0.03125","0.03125","0.03125"
"1910268","0.15625","0.15625","0.15625"
"1920221","0.25","0.25","0.25"
"1920224","0.0625","0.0625","0.0625"
"1920231","0.28125","0.28125","0.28125"
"1920251","0.125","0.125","0.125"
"1930223","0.15625","0.15625","0.15625"
"1930229","0.09375","0.09375","0.09375"
"1930241","0.25","0.25","0.25"
"1930246","0.0625","0.0625","0.0625"
"1940222","0.03125","0.03125","0.03125"
"1940228","0.1875","0.1875","0.1875"
"1940239","0.3125","0.3125","0.3125"
"1940241","0.1875","0.1875","0.1875"
"1950221","0.25","0.25","0.25"
"1950233","0.21875","0.21875","0.21875"
"1950243","0","0","0"
"1950244","0.21875","0.21875","0.21875"
"1960220","0","0","0"
"1960231","0.15625","0.15625","0.15625"
"1960232","0.1875","0.1875","0.1875"
"1960239","0.25","0.25","0.25"
"1970224","0.21875","0.21875","0.21875"
"1970228","0.28125","0.28125","0.28125"
"1970240","0.34375","0.34375","0.34375"
"1970246","0.03125","0.03125","0.03125"
"1980225","0.34375","0.34375","0.34375"
"1980234","0.03125","0.03125","0.03125"
"1980235","0.28125","0.28125","0.28125"
"1980244","0.21875","0.21875","0.21875"
"1990228","0.21875","0.21875","0.21875"
"1990235","0.28125","0.28125","0.28125"
"1990241","0.09375","0.09375","0.09375"
"1990247","0.15625","0.15625","0.15625"
"2000234","0.1875","0.1875","0.1875"
"2000236","0.109375","0.03125","0.1875"
"2000262","0.1875","0.1875","0.1875"
"2010230","0.1875","0.1875","0.1875"
"2010242","0.03125","0.03125","0.03125"
"2010247","0.21875","0.21875","0.21875"
"2010253","0.21875","0.21875","0.21875"
"2020225","0.140625","0.09375","0.1875"
"2020226","0.21875","0.21875","0.21875"
"2020236","0.09375","0.09375","0.09375"
"2030226","0.0625","0.0625","0.0625"
"2030229","0.125","0.125","0.125"
"2030240","0.21875","0.21875","0.21875"
"2030243","0.15625","0.15625","0.15625"
"2040229","0.03125","0.03125","0.03125"
"2040234","0.3125","0.3125","0.3125"
"2040243","0.15625","0.15625","0.15625"
"2040247","0.09375","0.09375","0.09375"
"2050239","0.15625","0.15625","0.15625"
"2050257","0.1875","0.03125","0.34375"
"2050259","0.21875","0.21875","0.21875"
"2060221","0.1875","0.1875","0.1875"
"2060226","0.28125","0.28125","0.28125"
"2060237","0.3125","0.3125","0.3125"
"2060239","0.0625","0.0625","0.0625"
"2070222","0.0625","0.0625","0.0625"
"2070226","0.125","0.125","0.125"
"2070244","0.15625","0.15625","0.15625"
"2070255","0.34375","0.34375","0.34375"
"2080227","0.25","0.25","0.25"
"2080242","0.28125","0.28125","0.28125"
"2080248","0","0","0"
"2080252","0.21875","0.21875","0.21875"
"2090224","0.3125","0.3125","0.3125"
"2090226","0.1875","0.1875","0.1875"
"2090227","0.09375","0.09375","0.09375"
"2090232","0.15625","0.15625","0.15625"
"2100221","0.03125","0.03125","0.03125"
"2100233","0.0625","0.0625","0.0625"
"2100240","0.0625","0.0625","0.0625"
"2100244","0.28125","0.28125","0.28125"
"2110228","0.25","0.25","0.25"
"2110229","0.21875","0.21875","0.21875"
"2110254","0.125","0.125","0.125"
"2110256","0.0625","0.0625","0.0625"
"2120220","0.03125","0.03125","0.03125"
"2120243","0.21875","0.21875","0.21875"
"2120246","0.21875","0.21875","0.21875"
"2120259","0.3125","0.3125","0.3125"
"2130226","0.0625","0.0625","0.0625"
"2130235","0.1875","0.1875","0.1875"
"2130237","0","0","0"
"2130258","0.28125","0.28125","0.28125"
"2140221","0.125","0.125","0.125"
"2140226","0.25","0.25","0.25"
"2140233","0.09375","0.09375","0.09375"
"2140242","0.375","0.375","0.375"
"2150241","0.25","0.25","0.25"
"2150242","0.1875","0.1875","0.1875"
"2150244","0.15625","0.0625","0.25"
"2160225","0.171875","0.09375","0.25"
"2160241","0.3125","0.3125","0.3125"
"2160255","0.25","0.25","0.25"
"2170226","0.34375","0.34375","0.34375"
"2170244","0.09375","0.09375","0.09375"
"2170252","0.15625","0.15625","0.15625"
"2170253","0.03125","0.03125","0.03125"
"2180223","0.15625","0.15625","0.15625"
"2180229","0.09375","0.09375","0.09375"
"2180232","0","0","0"
"2180239","0.09375","0.09375","0.09375"
"2190227","0.15625","0.15625","0.15625"
"2190233","0.09375","0.09375","0.09375"
"2190242","0.1875","0.1875","0.1875"
"2190250","0.15625","0.15625","0.15625"
"2200240","0.15625","0.15625","0.15625"
"2200243","0.0625","0.0625","0.0625"
"2200246","0.25","0.25","0.25"
"2200252","0.21875","0.21875","0.21875"
"2210221","0.09375","0.09375","0.09375"
"2210228","0.125","0.125","0.125"
"2210245","0.1875","0.1875","0.1875"
"2210247","0.03125","0.03125","0.03125"
"2220230","0.3125","0.3125","0.3125"
"2220232","0.0625","0.0625","0.0625"
"2220237","0.15625","0.15625","0.15625"
"2220246","0.1875","0.1875","0.1875"
"2230220","0.09375","0.09375","0.09375"
"2230236","0.0625","0.0625","0.0625"
"2230238","0.1875","0.1875","0.1875"
"2230247","0.3125","0.3125","0.3125"
"2240228","0","0","0"
"2240231","0.1875","0.1875","0.1875"
"2240232","0.15625","0.15625","0.15625"
"2240240","0.3125","0.3125","0.3125"
"2250225","0.28125","0.28125","0.28125"
"2250226","0.25","0.25","0.25"
"2250230","0.375","0.375","0.375"
"2250232","0.03125","0.03125","0.03125"
"2260228","0.25","0.25","0.25"
"2260229","0.21875","0.21875","0.21875"
"2260240","0","0","0"
"2260249","0.1875","0.1875","0.1875"
"2270227","0.15625","0.15625","0.15625"
"2270234","0.125","0.03125","0.21875"
"2270244","0.1875","0.1875","0.1875"
"2280227","0.09375","0.09375","0.09375"
"2280236","0.328125","0.28125","0.375"
"2280246","0.1875","0.1875","0.1875"
"2290237","0.1875","0.1875","0.1875"
"2290244","0.125","0.125","0.125"
"2290246","0.125","0.125","0.125"
"2290261","0.34375","0.34375","0.34375"
"2300224","0.125","0.125","0.125"
"2300235","0.3125","0.3125","0.3125"
"2300236","0.15625","0.15625","0.15625"
"2300245","0.15625","0.15625","0.15625"
"2310227","0.1875","0.1875","0.1875"
"2310231","0.09375","0.09375","0.09375"
"2310244","0.125","0.125","0.125"
"2310246","0.21875","0.21875","0.21875"
"2320229","0.03125","0.03125","0.03125"
"2320234","0.1875","0.1875","0.1875"
"2320247","0.28125","0.28125","0.28125"
"2320252","0.21875","0.21875","0.21875"
"2330221","0.09375","0.09375","0.09375"
"2330228","0.375","0.375","0.375"
"2330235","0.0625","0.0625","0.0625"
"2330238","0.21875","0.21875","0.21875"
"2340234","0.28125","0.28125","0.28125"
"2340238","0.1875","0.1875","0.1875"
"2340239","0.34375","0.34375","0.34375"
"2340250","0","0","0"
"2350234","0.25","0.25","0.25"
"2350242","0.15625","0.15625","0.15625"
"2350253","0.03125","0.03125","0.03125"
"2350256","0.375","0.375","0.375"
"2360230","0.15625","0.15625","0.15625"
"2360234","0.21875","0.21875","0.21875"
"2360247","0.03125","0.03125","0.03125"
"2360248","0.1875","0.1875","0.1875"
"2370220","0.1875","0.1875","0.1875"
"2370221","0.03125","0.03125","0.03125"
"2370225","0.28125","0.28125","0.28125"
"2370229","0.21875","0.21875","0.21875"
"2380230","0.28125","0.28125","0.28125"
"2380233","0.375","0.375","0.375"
"2380235","0.03125","0.03125","0.03125"
"2380268","0.15625","0.15625","0.15625"
"2390232","0.21875","0.21875","0.21875"
"2390235","0.23958333333333334","0.03125","0.40625"
"2400224","0.09375","0.09375","0.09375"
"2400233","0.125","0.125","0.125"
"2400249","0.21875","0.21875","0.21875"
"2400252","0.3125","0.3125","0.3125"
"2410220","0.15625","0.15625","0.15625"
"2410225","0.21875","0.21875","0.21875"
"2410249","0.21875","0.21875","0.21875"
"2410255","0","0","0"
"2420229","0.40625","0.40625","0.40625"
"2420235","0.03125","0.03125","0.03125"
"2420241","0.1875","0.1875","0.1875"
"2420253","0.21875","0.21875","0.21875"
"2430222","0.1875","0.1875","0.1875"
"2430224","0.3125","0.3125","0.3125"
"2430227","0.25","0.25","0.25"
"2430230","0.0625","0.0625","0.0625"
"2440229","0.25","0.25","0.25"
"2440235","0.125","0.03125","0.21875"
"2440237","0.21875","0.21875","0.21875"
"2450221","0","0","0"
"2450235","0.125","0.125","0.125"
"2450242","0.28125","0.28125","0.28125"
"2450245","0.125","0.125","0.125"
"2460223","0.15625","0.15625","0.15625"
"2460234","0.203125","0","0.40625"
"2460239","0.15625","0.15625","0.15625"
"2470227","0.28125","0.28125","0.28125"
"2470231","0.09375","0.09375","0.09375"
"2470233","0.15625","0.15625","0.15625"
"2470240","0.15625","0.15625","0.15625"
"2480222","0","0","0"
"2480234","0.234375","0.21875","0.25"
"2480246","0.25","0.25","0.25"
"2490224","0.28125","0.28125","0.28125"
"2490230","0.15625","0.15625","0.15625"
"2490231","0.0625","0.0625","0.0625"
"2490234","0.34375","0.34375","0.34375"
"2500221","0.21875","0.21875","0.21875"
"2500226","0.3125","0.3125","0.3125"
"2500240","0.34375","0.34375","0.34375"
"2500279","0.15625","0.15625","0.15625"
"2510228","0.03125","0.03125","0.03125"
"2510231","0.3125","0.3125","0.3125"
"2510239","0.3125","0.3125","0.3125"
"2510260","0.1875","0.1875","0.1875"
"2520224","0.21875","0.21875","0.21875"
"2520225","0.125","0.125","0.125"
"2520244","0.03125","0.03125","0.03125"
"2520245","0.21875","0.21875","0.21875"
"2530223","0.21875","0.21875","0.21875"
"2530228","0.03125","0.03125","0.03125"
"2530237","0.25","0.25","0.25"
"2530243","0.3125","0.3125","0.3125"
"2540221","0","0","0"
"2540227","0.25","0.25","0.25"
"2540232","0.15625","0.15625","0.15625"
"2540251","0.25","0.25","0.25"
"2550225","0.3125","0.3125","0.3125"
"2550240","0.0625","0.0625","0.0625"
"2550245","0.3125","0.3125","0.3125"
"2550249","0.21875","0.21875","0.21875"
"2560234","0.28125","0.28125","0.28125"
"2560236","0.125","0.125","0.125"
"2560243","0.28125","0.28125","0.28125"
"2560266","0.1875","0.1875","0.1875"
"2570227","0.34375","0.34375","0.34375"
"2570235","0.125","0.125","0.125"
"2570238","0.125","0.125","0.125"
"2570245","0.21875","0.21875","0.21875"
"2580232","0.3125","0.3125","0.3125"
"2580237","0.1875","0.1875","0.1875"
"2580247","0.34375","0.34375","0.34375"
"2580258","0.0625","0.0625","0.0625"
"2590224","0.40625","0.40625","0.40625"
"2590228","0.03125","0.03125","0.03125"
"2590242","0.21875","0.21875","0.21875"
"2590257","0.21875","0.21875","0.21875"
"2600234","0.171875","0.09375","0.25"
"2600238","0.21875","0.21875","0.21875"
"2600249","0.375","0.375","0.375"
"2610221","0.0625","0.0625","0.0625"
"2610225","0.25","0.25","0.25"
"2610236","0.09375","0.09375","0.09375"
"2610265","0.25","0.25","0.25"
"2620230","0.15625","0.15625","0.15625"
"2620236","0.34375","0.34375","0.34375"
"2620243","0.09375","0.09375","0.09375"
"2620246","0.21875","0.21875","0.21875"
"2630221","0.21875","0.21875","0.21875"
"2630231","0.1875","0.1875","0.1875"
"2630247","0.03125","0.03125","0.03125"
"2630252","0.1875","0.1875","0.1875"
"2640229","0.0625","0.0625","0.0625"
"2640239","0.3125","0.3125","0.3125"
"2640251","0.1875","0.1875","0.1875"
"2640267","0.25","0.25","0.25"
"2650225","0.15625","0.15625","0.15625"
"2650229","0.21875","0.21875","0.21875"
"2650242","0.3125","0.3125","0.3125"
"2650258","0.0625","0.0625","0.0625"
"2660221","0.15625","0.15625","0.15625"
"2660227","0.34375","0.34375","0.34375"
"2660236","0.3125","0.3125","0.3125"
"2660253","0.03125","0.03125","0.03125"
"2670222","0.28125","0.28125","0.28125"
"2670226","0.0625","0.0625","0.0625"
"2670242","0.40625","0.40625","0.40625"
"2670252","0.21875","0.21875","0.21875"
"2680226","0","0","0"
"2680228","0.1875","0.1875","0.1875"
"2680242","0.1875","0.1875","0.1875"
"2680255","0.1875","0.1875","0.1875"
"2690229","0.125","0.125","0.125"
"2690238","0.1875","0.1875","0.1875"
"2690244","0.34375","0.34375","0.34375"
"2690253","0.28125","0.28125","0.28125"
"2700236","0.3125","0.3125","0.3125"
"2700248","0.25","0.25","0.25"
"2700251","0.0625","0.0625","0.0625"
"2700255","0.1875","0.1875","0.1875"
"2710226","0.03125","0.03125","0.03125"
"2710232","0.34375","0.34375","0.34375"
"2710233","0.28125","0.28125","0.28125"
"2710248","0.21875","0.21875","0.21875"
"2720228","0.03125","0.03125","0.03125"
"2720239","0.1875","0.1875","0.1875"
"2720240","0.25","0.25","0.25"
"2720249","0.25","0.25","0.25"
"2730223","0.375","0.375","0.375"
"2730226","0.03125","0.03125","0.03125"
"2730227","0.25","0.25","0.25"
"2730236","0.28125","0.28125","0.28125"
"2740221","0.21875","0.21875","0.21875"
"2740223","0.28125","0.28125","0.28125"
"2740225","0.109375","0.03125","0.1875"
"2750235","0.3125","0.3125","0.3125"
"2750239","0.09375","0.09375","0.09375"
"2750241","0.1875","0.1875","0.1875"
"2750243","0.21875","0.21875","0.21875"
"2760220","0.1875","0.1875","0.1875"
"2760229","0.375","0.375","0.375"
"2760243","0.03125","0.03125","0.03125"
"2760248","0.28125","0.28125","0.28125"
"2770223","0.1875","0.1875","0.1875"
"2770237","0.171875","0.03125","0.3125"
"2770272","0.3125","0.3125","0.3125"
"2780222","0","0","0"
"2780224","0.28125","0.28125","0.28125"
"2780229","0.15625","0.15625","0.15625"
"2780246","0.21875","0.21875","0.21875"
"2790226","0.03125","0.03125","0.03125"
"2790227","0.375","0.375","0.375"
"2790239","0","0","0"
"2790242","0.28125","0.28125","0.28125"
"2800239","0.375","0.375","0.375"
"2800259","0.25","0.09375","0.40625"
"2800270","0.1875","0.1875","0.1875"
"2810221","0.1875","0.1875","0.1875"
"2810223","0.0625","0.0625","0.0625"
"2810245","0.1875","0.1875","0.1875"
"2810262","0.15625","0.15625","0.15625"
"2820229","0.25","0.25","0.25"
"2820231","0.25","0.25","0.25"
"2820248","0.21875","0.21875","0.21875"
"2820250","0.03125","0.03125","0.03125"
"2830224","0.0625","0.0625","0.0625"
"2830228","0.3125","0.1875","0.4375"
"2830246","0.34375","0.34375","0.34375"
"2840222","0.03125","0.03125","0.03125"
"2840230","0.3125","0.3125","0.3125"
"2840238","0.25","0.25","0.25"
"2840242","0.28125","0.28125","0.28125"
"2850227","0.21875","0.21875","0.21875"
"2850241","0.0625","0.0625","0.0625"
"2850245","0.3125","0.3125","0.3125"
"2850251","0.375","0.375","0.375"
"2860237","0.03125","0.03125","0.03125"
"2860243","0.3125","0.3125","0.3125"
"2860244","0.21875","0.21875","0.21875"
"2860253","0.09375","0.09375","0.09375"
"2870222","0.0625","0.0625","0.0625"
"2870234","0.3125","0.3125","0.3125"
"2870245","0.28125","0.28125","0.28125"
"2870249","0.34375","0.34375","0.34375"
"2880226","0.3125","0.28125","0.34375"
"2880229","0.1875","0.1875","0.1875"
"2880249","0.09375","0.09375","0.09375"
"2890220","0.125","0.125","0.125"
"2890223","0.15625","0.15625","0.15625"
"2890234","0.25","0.25","0.25"
"2890245","0.03125","0.03125","0.03125"
"2900234","0.3125","0.3125","0.3125"
"2900239","0.140625","0.0625","0.21875"
"2900246","0.34375","0.34375","0.34375"
"2910220","0.3125","0.3125","0.3125"
"2910223","0.03125","0.03125","0.03125"
"2910243","0.28125","0.28125","0.28125"
"2910257","0.1875","0.1875","0.1875"
"2920221","0.40625","0.40625","0.40625"
"2920232","0.09375","0.09375","0.09375"
"2920244","0.375","0.375","0.375"
"2920322","0.28125","0.28125","0.28125"
"2930231","0.28125","0.28125","0.28125"
"2930238","0.125","0.125","0.125"
"2930250","0.4375","0.4375","0.4375"
"2930255","0.3125","0.3125","0.3125"
"2940221","0.09375","0.09375","0.09375"
"2940222","0.375","0.375","0.375"
"2940228","0.25","0.25","0.25"
"2940256","0.21875","0.21875","0.21875"
"2950226","0.09375","0.09375","0.09375"
"2950240","0.21875","0.21875","0.21875"
"2950248","0.3125","0.3125","0.3125"
"2950249","0.25","0.25","0.25"
"2960232","0.1875","0.1875","0.1875"
"2960238","0.21875","0.21875","0.21875"
"2960239","0.25","0.25","0.25"
"2960242","0.3125","0.3125","0.3125"
"2970221","0.0625","0.0625","0.0625"
"2970223","0.4375","0.4375","0.4375"
"2970232","0.3125","0.3125","0.3125"
"2970243","0.15625","0.15625","0.15625"
"2980233","0.3125","0.25","0.375"
"2980236","0.0625","0.0625","0.0625"
"2980267","0.125","0.125","0.125"
"2990230","0.375","0.375","0.375"
"2990241","0.28125","0.28125","0.28125"
"2990247","0.125","0.125","0.125"
"2990251","0.0625","0.0625","0.0625"
"3000226","0.28125","0.28125","0.28125"
"3000227","0.28125","0.28125","0.28125"
"3000251","0.15625","0.15625","0.15625"
"3000260","0.03125","0.03125","0.03125"