"Step","Group: zerg_10_vs_11_QMIX - win_rate","Group: zerg_10_vs_11_QMIX - win_rate__MIN","Group: zerg_10_vs_11_QMIX - win_rate__MAX"
"0","0","0","0"
"10006","0","0","0"
"10012","0","0","0"
"10013","0","0","0"
"10014","0","0","0"
"10021","0.03125","0.03125","0.03125"
"10025","0","0","0"
"20008","0.03125","0.03125","0.03125"
"20016","0","0","0"
"20018","0","0","0"
"20021","0.03125","0.03125","0.03125"
"20028","0.03125","0.03125","0.03125"
"20031","0","0","0"
"30000","0","0","0"
"30007","0","0","0"
"30008","0","0","0"
"30010","0","0","0"
"30012","0","0","0"
"40001","0","0","0"
"40019","0","0","0"
"40022","0","0","0"
"40023","0","0","0"
"50008","0","0","0"
"50024","0","0","0"
"50026","0","0","0"
"50027","0","0","0"
"50028","0","0","0"
"60001","0","0","0"
"60004","0","0","0"
"60017","0","0","0"
"60025","0","0","0"
"60029","0","0","0"
"60043","0","0","0"
"70003","0","0","0"
"70005","0","0","0"
"70007","0","0","0"
"70012","0","0","0"
"70015","0","0","0"
"70018","0","0","0"
"80010","0","0","0"
"80022","0","0","0"
"80025","0.03125","0.03125","0.03125"
"80029","0","0","0"
"80032","0","0","0"
"90003","0","0","0"
"90010","0","0","0"
"90019","0","0","0"
"90022","0","0","0"
"90029","0","0","0"
"90040","0","0","0"
"100000","0","0","0"
"100003","0","0","0"
"100010","0","0","0"
"100011","0","0","0"
"100025","0","0","0"
"100034","0","0","0"
"110004","0","0","0"
"110013","0","0","0"
"110014","0","0","0"
"110019","0","0","0"
"110030","0.015625","0","0.03125"
"120002","0","0","0"
"120005","0","0","0"
"120015","0","0","0"
"120027","0","0","0"
"120032","0","0","0"
"120051","0","0","0"
"130005","0","0","0"
"130016","0","0","0"
"130017","0","0","0"
"130031","0","0","0"
"130034","0.03125","0.03125","0.03125"
"140005","0.03125","0.03125","0.03125"
"140010","0","0","0"
"140015","0","0","0"
"140022","0","0","0"
"140027","0","0","0"
"140035","0","0","0"
"150005","0","0","0"
"150007","0","0","0"
"150016","0","0","0"
"150026","0","0","0"
"150027","0","0","0"
"150030","0","0","0"
"160005","0","0","0"
"160015","0.03125","0.03125","0.03125"
"160024","0","0","0"
"160027","0.03125","0.03125","0.03125"
"160029","0","0","0"
"160031","0","0","0"
"170001","0.03125","0.03125","0.03125"
"170002","0","0","0"
"170008","0","0","0"
"170016","0","0","0"
"170023","0","0","0"
"170034","0","0","0"
"180001","0","0","0"
"180003","0","0","0"
"180004","0","0","0"
"180012","0","0","0"
"180016","0","0","0"
"180022","0","0","0"
"190001","0","0","0"
"190011","0","0","0"
"190013","0","0","0"
"190021","0","0","0"
"190027","0","0","0"
"190028","0","0","0"
"200001","0","0","0"
"200007","0.03125","0.03125","0.03125"
"200014","0","0","0"
"200029","0.03125","0.03125","0.03125"
"200046","0","0","0"
"200064","0","0","0"
"210002","0","0","0"
"210012","0","0","0"
"210014","0","0","0"
"210023","0","0","0"
"210029","0","0","0"
"210035","0","0","0"
"220009","0.03125","0.03125","0.03125"
"220013","0","0","0"
"220018","0","0","0"
"220029","0","0","0"
"220034","0","0","0"
"220039","0","0","0"
"230000","0.03125","0.03125","0.03125"
"230002","0","0","0"
"230009","0.03125","0.03125","0.03125"
"230010","0.03125","0.03125","0.03125"
"230016","0","0","0"
"230023","0","0","0"
"240011","0","0","0"
"240013","0","0","0"
"240022","0","0","0"
"240028","0.03125","0.03125","0.03125"
"240029","0","0","0"
"240033","0.03125","0.03125","0.03125"
"250006","0","0","0"
"250016","0","0","0"
"250017","0","0","0"
"250029","0","0","0"
"250035","0","0","0"
"250040","0","0","0"
"260001","0","0","0"
"260006","0.03125","0.03125","0.03125"
"260012","0.03125","0.03125","0.03125"
"260023","0","0","0"
"260027","0.03125","0.03125","0.03125"
"260029","0","0","0"
"270002","0","0","0"
"270003","0","0","0"
"270005","0.03125","0.03125","0.03125"
"270030","0","0","0"
"270054","0","0","0"
"280010","0","0","0"
"280011","0","0","0"
"280013","0","0","0"
"280017","0.03125","0.03125","0.03125"
"280028","0","0","0"
"290011","0","0","0"
"290017","0","0","0"
"290024","0","0","0"
"290036","0","0","0"
"290042","0","0","0"
"290048","0","0","0"
"300001","0","0","0"
"300004","0.03125","0.03125","0.03125"
"300007","0","0","0"
"300009","0","0","0"
"300030","0.03125","0.03125","0.03125"
"300045","0.03125","0.03125","0.03125"
"310005","0","0","0"
"310007","0","0","0"
"310010","0","0","0"
"310014","0","0","0"
"310030","0","0","0"
"320012","0","0","0"
"320013","0.0625","0.0625","0.0625"
"320026","0","0","0"
"320036","0.03125","0.03125","0.03125"
"320038","0","0","0"
"320042","0","0","0"
"330010","0.03125","0.03125","0.03125"
"330011","0","0","0"
"330029","0","0","0"
"330042","0","0","0"
"330055","0","0","0"
"330084","0","0","0"
"340001","0.015625","0","0.03125"
"340011","0","0","0"
"340024","0.0625","0.0625","0.0625"
"340028","0","0","0"
"340031","0.03125","0.03125","0.03125"
"350004","0","0","0"
"350016","0.03125","0.03125","0.03125"
"350022","0","0","0"
"350024","0.03125","0.03125","0.03125"
"350028","0.03125","0.03125","0.03125"
"350059","0","0","0"
"360001","0","0","0"
"360002","0.03125","0.03125","0.03125"
"360004","0","0","0"
"360020","0","0","0"
"360021","0.03125","0.03125","0.03125"
"360063","0.03125","0.03125","0.03125"
"370006","0","0","0"
"370008","0","0","0"
"370011","0.03125","0.03125","0.03125"
"370019","0.03125","0.03125","0.03125"
"370038","0","0","0"
"370039","0","0","0"
"380000","0.03125","0.03125","0.03125"
"380004","0","0","0"
"380020","0.03125","0.03125","0.03125"
"380022","0.03125","0.03125","0.03125"
"380032","0","0","0"
"380036","0","0","0"
"390001","0.03125","0.03125","0.03125"
"390010","0","0","0"
"390018","0.046875","0.03125","0.0625"
"390019","0","0","0"
"390023","0","0","0"
"400004","0.03125","0.03125","0.03125"
"400014","0","0","0"
"400020","0.0625","0.0625","0.0625"
"400025","0.03125","0.03125","0.03125"
"400026","0","0","0"
"400053","0","0","0"
"410003","0","0","0"
"410006","0.03125","0.03125","0.03125"
"410012","0.03125","0.03125","0.03125"
"410027","0","0","0"
"410035","0.03125","0.03125","0.03125"
"420001","0.03125","0.03125","0.03125"
"420007","0","0","0"
"420018","0","0","0"
"420019","0.03125","0.03125","0.03125"
"420021","0","0","0"
"420025","0.0625","0.0625","0.0625"
"430013","0.03125","0.03125","0.03125"
"430023","0.03125","0.03125","0.03125"
"430029","0","0","0"
"430039","0","0","0"
"430041","0","0","0"
"430055","0.09375","0.09375","0.09375"
"440009","0.09375","0.09375","0.09375"
"440013","0","0","0"
"440015","0","0","0"
"440020","0","0","0"
"440023","0","0","0"
"440072","0.03125","0.03125","0.03125"
"450004","0","0","0"
"450014","0.03125","0.03125","0.03125"
"450016","0.03125","0.03125","0.03125"
"450032","0.0625","0.0625","0.0625"
"450050","0.03125","0.03125","0.03125"
"450059","0","0","0"
"460000","0.0625","0.0625","0.0625"
"460003","0","0","0"
"460004","0","0","0"
"460006","0.0625","0.0625","0.0625"
"460031","0.0625","0.0625","0.0625"
"460034","0.03125","0.03125","0.03125"
"470010","0","0","0"
"470016","0.03125","0.03125","0.03125"
"470018","0.03125","0.03125","0.03125"
"470034","0","0","0"
"470035","0.03125","0.03125","0.03125"
"470044","0","0","0"
"480000","0","0","0"
"480023","0.03125","0.03125","0.03125"
"480028","0","0","0"
"480029","0.03125","0.03125","0.03125"
"480031","0.03125","0.03125","0.03125"
"480038","0.03125","0.03125","0.03125"
"490002","0","0","0"
"490003","0","0","0"
"490036","0.03125","0.03125","0.03125"
"490047","0","0","0"
"490048","0","0","0"
"490061","0","0","0"
"500001","0.09375","0.09375","0.09375"
"500023","0","0","0"
"500025","0.03125","0.03125","0.03125"
"500028","0.03125","0.03125","0.03125"
"500045","0","0","0"
"500052","0","0","0"
"510001","0.03125","0.03125","0.03125"
"510016","0","0","0"
"510025","0.046875","0.03125","0.0625"
"510038","0","0","0"
"510089","0","0","0"
"520000","0.03125","0.03125","0.03125"
"520009","0","0","0"
"520012","0","0","0"
"520015","0.03125","0.03125","0.03125"
"520025","0.03125","0.03125","0.03125"
"520032","0","0","0"
"530008","0.03125","0.03125","0.03125"
"530021","0.0625","0.0625","0.0625"
"530026","0.03125","0.03125","0.03125"
"530036","0.09375","0.09375","0.09375"
"530037","0","0","0"
"530049","0.03125","0.03125","0.03125"
"540000","0.03125","0.03125","0.03125"
"540007","0.03125","0.03125","0.03125"
"540023","0","0","0"
"540026","0","0","0"
"540036","0.0625","0.0625","0.0625"
"540043","0.03125","0.03125","0.03125"
"550002","0.03125","0.03125","0.03125"
"550003","0.0625","0.0625","0.0625"
"550004","0.03125","0.03125","0.03125"
"550009","0","0","0"
"550020","0","0","0"
"560021","0.03125","0.03125","0.03125"
"560025","0.0625","0.03125","0.09375"
"560042","0","0","0"
"560048","0","0","0"
"560050","0","0","0"
"570006","0","0","0"
"570010","0","0","0"
"570011","0.0625","0.0625","0.0625"
"570021","0.03125","0.03125","0.03125"
"570024","0","0","0"
"570042","0.03125","0.03125","0.03125"
"580000","0.03125","0.03125","0.03125"
"580001","0.03125","0.03125","0.03125"
"580010","0.0625","0.0625","0.0625"
"580020","0.09375","0.09375","0.09375"
"580032","0.0625","0.0625","0.0625"
"580049","0","0","0"
"590000","0","0","0"
"590006","0.03125","0.03125","0.03125"
"590011","0.03125","0.03125","0.03125"
"590014","0.03125","0.03125","0.03125"
"590018","0","0","0"
"590037","0","0","0"
"600009","0.0625","0.0625","0.0625"
"600024","0.046875","0","0.09375"
"600026","0","0","0"
"600027","0","0","0"
"600028","0.03125","0.03125","0.03125"
"610003","0","0","0"
"610022","0","0","0"
"610023","0.09375","0.09375","0.09375"
"610024","0","0","0"
"610030","0.0625","0.0625","0.0625"
"610054","0.0625","0.0625","0.0625"
"620001","0.03125","0.03125","0.03125"
"620011","0","0","0"
"620013","0.125","0.125","0.125"
"620030","0.03125","0.03125","0.03125"
"620039","0","0","0"
"620050","0.03125","0.03125","0.03125"
"630006","0.03125","0.03125","0.03125"
"630011","0","0","0"
"630019","0.0625","0.0625","0.0625"
"630030","0.03125","0.03125","0.03125"
"630037","0","0","0"
"630070","0","0","0"
"640004","0","0","0"
"640009","0.125","0.125","0.125"
"640012","0.03125","0.03125","0.03125"
"640016","0.0625","0.0625","0.0625"
"640019","0","0","0"
"640050","0","0","0"
"650006","0","0","0"
"650013","0.03125","0","0.0625"
"650018","0","0","0"
"650020","0.09375","0.09375","0.09375"
"650023","0","0","0"
"660010","0","0","0"
"660017","0.03125","0.03125","0.03125"
"660018","0.03125","0.03125","0.03125"
"660019","0.03125","0.03125","0.03125"
"660027","0.03125","0.03125","0.03125"
"660044","0.15625","0.15625","0.15625"
"670008","0.0625","0.0625","0.0625"
"670011","0","0","0"
"670022","0.0625","0.0625","0.0625"
"670023","0.03125","0.03125","0.03125"
"670024","0.03125","0.03125","0.03125"
"670032","0.125","0.125","0.125"
"680006","0.03125","0.03125","0.03125"
"680007","0","0","0"
"680016","0.125","0.125","0.125"
"680020","0","0","0"
"680034","0.03125","0.03125","0.03125"
"680050","0","0","0"
"690005","0.03125","0.03125","0.03125"
"690006","0","0","0"
"690013","0.015625","0","0.03125"
"690027","0.0625","0.0625","0.0625"
"690041","0","0","0"
"700003","0","0","0"
"700011","0.03125","0.03125","0.03125"
"700023","0","0","0"
"700028","0","0","0"
"700031","0.03125","0.03125","0.03125"
"700040","0.03125","0.03125","0.03125"
"710009","0.0625","0.0625","0.0625"
"710011","0.0625","0.0625","0.0625"
"710012","0.03125","0.03125","0.03125"
"710013","0","0","0"
"710025","0.03125","0.03125","0.03125"
"710029","0","0","0"
"720002","0","0","0"
"720012","0","0","0"
"720027","0.03125","0.03125","0.03125"
"720030","0.03125","0.03125","0.03125"
"720039","0.0625","0.0625","0.0625"
"720040","0.0625","0.0625","0.0625"
"730008","0","0","0"
"730016","0","0","0"
"730027","0.03125","0.03125","0.03125"
"730028","0","0","0"
"730030","0.125","0.125","0.125"
"730041","0.03125","0.03125","0.03125"
"740021","0","0","0"
"740023","0.03125","0.03125","0.03125"
"740024","0","0","0"
"740025","0","0","0"
"740028","0.03125","0.03125","0.03125"
"740045","0.09375","0.09375","0.09375"
"750000","0.125","0.125","0.125"
"750008","0.09375","0.09375","0.09375"
"750020","0.0625","0.0625","0.0625"
"750028","0.03125","0.03125","0.03125"
"750034","0.03125","0.03125","0.03125"
"750044","0.09375","0.09375","0.09375"
"760001","0.0625","0.0625","0.0625"
"760010","0.0625","0.0625","0.0625"
"760017","0","0","0"
"760021","0.03125","0.03125","0.03125"
"760029","0.0625","0.0625","0.0625"
"760043","0","0","0"
"770002","0.03125","0.03125","0.03125"
"770009","0.0625","0.0625","0.0625"
"770010","0.03125","0.03125","0.03125"
"770018","0.0625","0.0625","0.0625"
"770034","0.125","0.125","0.125"
"770040","0","0","0"
"780017","0.03125","0.03125","0.03125"
"780026","0.09375","0.09375","0.09375"
"780027","0","0","0"
"780028","0.03125","0.03125","0.03125"
"780031","0.0625","0.0625","0.0625"
"780041","0.0625","0.0625","0.0625"
"790000","0.125","0.125","0.125"
"790002","0","0","0"
"790011","0.125","0.125","0.125"
"790026","0","0","0"
"790028","0","0","0"
"790032","0.09375","0.09375","0.09375"
"800001","0.09375","0.09375","0.09375"
"800003","0","0","0"
"800004","0.0625","0.0625","0.0625"
"800011","0.0625","0.0625","0.0625"
"800023","0.0625","0.0625","0.0625"
"800076","0.0625","0.0625","0.0625"
"810001","0.03125","0.03125","0.03125"
"810003","0.09375","0.09375","0.09375"
"810009","0","0","0"
"810013","0.0625","0.0625","0.0625"
"810023","0.09375","0.09375","0.09375"
"810032","0.03125","0.03125","0.03125"
"820014","0.03125","0.03125","0.03125"
"820016","0.03125","0.03125","0.03125"
"820024","0.0625","0.0625","0.0625"
"820025","0.0625","0.0625","0.0625"
"820027","0.09375","0.09375","0.09375"
"830000","0.03125","0.03125","0.03125"
"830014","0.046875","0.03125","0.0625"
"830017","0","0","0"
"830036","0","0","0"
"840003","0.09375","0.09375","0.09375"
"840012","0.0625","0.0625","0.0625"
"840013","0.03125","0.03125","0.03125"
"840020","0.03125","0.03125","0.03125"
"840026","0.0625","0.0625","0.0625"
"840030","0.15625","0.15625","0.15625"
"850001","0.0625","0.0625","0.0625"
"850002","0.09375","0.09375","0.09375"
"850005","0.03125","0.03125","0.03125"
"850008","0.03125","0.03125","0.03125"
"850024","0.125","0.125","0.125"
"850025","0.0625","0.0625","0.0625"
"860002","0.0625","0.0625","0.0625"
"860004","0.03125","0.03125","0.03125"
"860006","0.0625","0.0625","0.0625"
"860015","0","0","0"
"860016","0","0","0"
"860033","0.03125","0.03125","0.03125"
"870005","0","0","0"
"870008","0.03125","0.03125","0.03125"
"870016","0.125","0.125","0.125"
"870027","0.0625","0.0625","0.0625"
"870031","0","0","0"
"870051","0.03125","0.03125","0.03125"
"880003","0.03125","0.03125","0.03125"
"880009","0","0","0"
"880018","0","0","0"
"880020","0.03125","0.03125","0.03125"
"880027","0.03125","0.03125","0.03125"
"880063","0.0625","0.0625","0.0625"
"890001","0.09375","0.09375","0.09375"
"890007","0.0625","0.0625","0.0625"
"890011","0","0","0"
"890017","0.125","0.125","0.125"
"890022","0","0","0"
"890024","0","0","0"
"900004","0.0625","0.0625","0.0625"
"900008","0.09375","0.09375","0.09375"
"900009","0.0625","0.0625","0.0625"
"900010","0.0625","0.0625","0.0625"
"900021","0.09375","0.09375","0.09375"
"900036","0","0","0"
"910000","0.03125","0.03125","0.03125"
"910014","0.09375","0.09375","0.09375"
"910023","0","0","0"
"910034","0","0","0"
"910037","0.09375","0.09375","0.09375"
"910050","0","0","0"
"920013","0","0","0"
"920022","0","0","0"
"920032","0","0","0"
"920036","0.078125","0.0625","0.09375"
"920037","0","0","0"
"930000","0","0","0"
"930004","0.09375","0.09375","0.09375"
"930017","0.0625","0.0625","0.0625"
"930033","0","0","0"
"930038","0.09375","0.09375","0.09375"
"930039","0.15625","0.15625","0.15625"
"940005","0.0625","0.0625","0.0625"
"940018","0.0625","0.0625","0.0625"
"940020","0.0625","0.0625","0.0625"
"940021","0.03125","0.03125","0.03125"
"940025","0.03125","0.03125","0.03125"
"940051","0.15625","0.15625","0.15625"
"950014","0","0","0"
"950016","0.0625","0.0625","0.0625"
"950023","0.03125","0.03125","0.03125"
"950029","0.03125","0.03125","0.03125"
"950030","0.03125","0.03125","0.03125"
"950031","0.09375","0.09375","0.09375"
"960001","0.03125","0.03125","0.03125"
"960014","0","0","0"
"960019","0.03125","0.03125","0.03125"
"960025","0.03125","0.03125","0.03125"
"960032","0","0","0"
"960035","0","0","0"
"970011","0","0","0"
"970015","0.0625","0.0625","0.0625"
"970027","0.09375","0.09375","0.09375"
"970029","0.125","0.125","0.125"
"970032","0.03125","0.03125","0.03125"
"970036","0.09375","0.09375","0.09375"
"980005","0","0","0"
"980018","0.03125","0.03125","0.03125"
"980019","0","0","0"
"980026","0.0625","0.0625","0.0625"
"980028","0","0","0"
"980032","0.09375","0.09375","0.09375"
"990001","0.03125","0.03125","0.03125"
"990007","0.03125","0.03125","0.03125"
"990010","0.125","0.125","0.125"
"990012","0.0625","0.0625","0.0625"
"990021","0.03125","0.03125","0.03125"
"990034","0.125","0.125","0.125"
"1000010","0.03125","0.03125","0.03125"
"1000020","0.09375","0.09375","0.09375"
"1000024","0.03125","0.03125","0.03125"
"1000025","0.03125","0.03125","0.03125"
"1000026","0.03125","0.03125","0.03125"
"1000050","0.03125","0.03125","0.03125"
"1010000","0.0625","0.0625","0.0625"
"1010011","0.0625","0.0625","0.0625"
"1010017","0.09375","0.09375","0.09375"
"1010020","0","0","0"
"1010029","0.125","0.125","0.125"
"1010038","0.125","0.125","0.125"
"1020005","0.03125","0.03125","0.03125"
"1020012","0.0625","0.03125","0.09375"
"1020014","0.03125","0.03125","0.03125"
"1020015","0","0","0"
"1020027","0","0","0"
"1030003","0.03125","0.03125","0.03125"
"1030010","0.03125","0.03125","0.03125"
"1030025","0","0","0"
"1030027","0.03125","0.03125","0.03125"
"1030029","0.0625","0.0625","0.0625"
"1030043","0.03125","0.03125","0.03125"
"1040002","0","0","0"
"1040006","0.09375","0.09375","0.09375"
"1040007","0.03125","0.03125","0.03125"
"1040030","0.03125","0.03125","0.03125"
"1040033","0.03125","0.03125","0.03125"
"1040036","0","0","0"
"1050004","0.09375","0.09375","0.09375"
"1050006","0.09375","0.09375","0.09375"
"1050014","0.125","0.125","0.125"
"1050018","0.03125","0.03125","0.03125"
"1050022","0.03125","0.03125","0.03125"
"1050038","0.03125","0.03125","0.03125"
"1060013","0","0","0"
"1060017","0.125","0.125","0.125"
"1060021","0.03125","0.03125","0.03125"
"1060030","0.046875","0","0.09375"
"1060038","0.09375","0.09375","0.09375"
"1070017","0.09375","0.09375","0.09375"
"1070025","0.03125","0.03125","0.03125"
"1070029","0.03125","0.03125","0.03125"
"1070036","0.0625","0.0625","0.0625"
"1070051","0.03125","0.03125","0.03125"
"1070066","0","0","0"
"1080007","0.03125","0.03125","0.03125"
"1080011","0","0","0"
"1080022","0","0","0"
"1080037","0.03125","0.03125","0.03125"
"1080038","0.03125","0.03125","0.03125"
"1080046","0.09375","0.09375","0.09375"
"1090004","0.03125","0.03125","0.03125"
"1090010","0.0625","0.0625","0.0625"
"1090011","0.0625","0.0625","0.0625"
"1090029","0.125","0.125","0.125"
"1090031","0","0","0"
"1090042","0.09375","0.09375","0.09375"
"1100004","0.03125","0.03125","0.03125"
"1100008","0","0","0"
"1100010","0.15625","0.15625","0.15625"
"1100021","0.0625","0.0625","0.0625"
"1100043","0.09375","0.09375","0.09375"
"1100049","0.03125","0.03125","0.03125"
"1110003","0.03125","0.03125","0.03125"
"1110004","0.0625","0.0625","0.0625"
"1110012","0.09375","0.09375","0.09375"
"1110018","0.03125","0.03125","0.03125"
"1110023","0.09375","0.09375","0.09375"
"1110035","0.0625","0.0625","0.0625"
"1120004","0.0625","0.0625","0.0625"
"1120006","0.0625","0.0625","0.0625"
"1120008","0.03125","0.03125","0.03125"
"1120010","0","0","0"
"1120011","0.0625","0","0.125"
"1130003","0.15625","0.15625","0.15625"
"1130005","0","0","0"
